Datetime,Exchange,Symbol_Pair,Open,High,Low,Close,Volume_USD,Volume_in_BTC
2023-01-11 18:00:00,Bitfinex,BTC/USD,17385.0,17575.0,17382.0,17482.0,5211764.42440936,298.12174948
2023-01-11 17:00:00,Bitfinex,BTC/USD,17353.0,17393.0,17348.0,17384.0,248312.1859308,14.28394995
2023-01-11 16:00:00,Bitfinex,BTC/USD,17332.0,17367.0,17322.0,17352.0,307710.8478252,17.73345135
2023-01-11 15:00:00,Bitfinex,BTC/USD,17413.0,17435.0,17316.0,17332.0,1754075.9853114402,101.20447642
2023-01-11 14:00:00,Bitfinex,BTC/USD,17407.0,17433.0,17378.0,17413.0,731991.79140362,42.03708674
2023-01-11 13:00:00,Bitfinex,BTC/USD,17423.0,17433.0,17378.0,17407.0,3703422.4885333003,212.7547819
2023-01-11 12:00:00,Bitfinex,BTC/USD,17444.0,17445.0,17416.0,17423.0,248753.53170864,14.27730768
2023-01-11 11:00:00,Bitfinex,BTC/USD,17448.0,17458.0,17441.0,17445.0,87415.37676165,5.01091297
2023-01-11 10:00:00,Bitfinex,BTC/USD,17453.0,17465.0,17447.0,17447.0,123363.60240994001,7.07076302
2023-01-11 09:00:00,Bitfinex,BTC/USD,17449.0,17473.0,17447.0,17453.0,128992.78901031,7.39086627
2023-01-11 08:00:00,Bitfinex,BTC/USD,17454.0,17454.0,17417.0,17450.0,279995.55003700004,16.04559026
2023-01-11 07:00:00,Bitfinex,BTC/USD,17441.0,17462.0,17440.0,17454.0,398568.10674287996,22.83534472
2023-01-11 06:00:00,Bitfinex,BTC/USD,17408.0,17443.0,17392.0,17441.0,446397.56419182,25.59472302
2023-01-11 05:00:00,Bitfinex,BTC/USD,17415.0,17438.0,17406.0,17409.0,273373.56582207,15.70300223
2023-01-11 04:00:00,Bitfinex,BTC/USD,17419.0,17422.0,17396.0,17414.0,247191.59434494,14.19499221
2023-01-11 03:00:00,Bitfinex,BTC/USD,17387.0,17425.0,17358.0,17419.0,2166757.64814186,124.39047294
2023-01-11 02:00:00,Bitfinex,BTC/USD,17466.0,17466.0,17376.0,17388.0,1801543.46569344,103.60843488
2023-01-11 01:00:00,Bitfinex,BTC/USD,17466.0,17506.0,17454.0,17465.0,595011.98723295,34.06882263
2023-01-11 00:00:00,Bitfinex,BTC/USD,17446.0,17495.0,17436.0,17467.0,417169.18695743004,23.88327629
2023-01-10 23:00:00,Bitfinex,BTC/USD,17441.0,17449.0,17397.0,17445.0,1069460.4171843,61.30469574
2023-01-10 22:00:00,Bitfinex,BTC/USD,17478.0,17478.0,17414.0,17441.0,1085061.37243214,62.21325454
2023-01-10 21:00:00,Bitfinex,BTC/USD,17490.0,17495.0,17460.0,17478.0,326104.63166447997,18.65800616
2023-01-10 20:00:00,Bitfinex,BTC/USD,17442.0,17506.0,17420.0,17491.0,1735906.0316359098,99.24567101
2023-01-10 19:00:00,Bitfinex,BTC/USD,17439.0,17481.0,17417.0,17442.0,1050324.75880992,60.21813776
2023-01-10 18:00:00,Bitfinex,BTC/USD,17335.0,17459.0,17334.0,17438.0,2152624.56079068,123.44446386
2023-01-10 17:00:00,Bitfinex,BTC/USD,17314.0,17340.0,17299.0,17334.0,126977.06966562,7.32531843
2023-01-10 16:00:00,Bitfinex,BTC/USD,17335.0,17342.0,17297.0,17313.0,319094.83115217,18.43093809
2023-01-10 15:00:00,Bitfinex,BTC/USD,17290.0,17374.0,17280.0,17332.0,993044.33105808,57.29542644
2023-01-10 14:00:00,Bitfinex,BTC/USD,17246.0,17330.0,17222.0,17288.0,1477610.04141752,85.47027079
2023-01-10 13:00:00,Bitfinex,BTC/USD,17227.0,17252.0,17218.0,17246.0,300640.41849302,17.43247237
2023-01-10 12:00:00,Bitfinex,BTC/USD,17263.0,17263.0,17226.0,17227.0,247402.65464964,14.36133132
2023-01-10 11:00:00,Bitfinex,BTC/USD,17274.0,17283.0,17259.0,17263.0,218184.98526736998,12.63887999
2023-01-10 10:00:00,Bitfinex,BTC/USD,17253.0,17275.0,17245.0,17275.0,149996.67512625002,8.68287555
2023-01-10 09:00:00,Bitfinex,BTC/USD,17266.0,17281.0,17252.0,17254.0,875731.79332956,50.75529114
2023-01-10 08:00:00,Bitfinex,BTC/USD,17204.0,17268.0,17198.0,17267.0,392735.69290977,22.74487131
2023-01-10 07:00:00,Bitfinex,BTC/USD,17209.0,17212.0,17198.0,17205.0,174196.7442402,10.12477444
2023-01-10 06:00:00,Bitfinex,BTC/USD,17237.0,17237.0,17202.0,17208.0,102615.20987184,5.96322698
2023-01-10 05:00:00,Bitfinex,BTC/USD,17224.0,17238.0,17216.0,17236.0,75968.083664,4.407524
2023-01-10 04:00:00,Bitfinex,BTC/USD,17209.0,17225.0,17204.0,17225.0,48043.96087075,2.7891994700000002
2023-01-10 03:00:00,Bitfinex,BTC/USD,17189.0,17209.0,17184.0,17209.0,292122.34873306996,16.97497523
2023-01-10 02:00:00,Bitfinex,BTC/USD,17203.0,17217.0,17155.0,17188.0,399734.20171492,23.25658609
2023-01-10 01:00:00,Bitfinex,BTC/USD,17219.0,17239.0,17195.0,17203.0,151901.96152384,8.82996928
2023-01-10 00:00:00,Bitfinex,BTC/USD,17186.0,17221.0,17186.0,17219.0,271870.02251603,15.78895537
2023-01-09 23:00:00,Bitfinex,BTC/USD,17209.0,17209.0,17132.0,17185.0,709877.0179837,41.30794402
2023-01-09 22:00:00,Bitfinex,BTC/USD,17185.0,17225.0,17174.0,17209.0,359481.8831319,20.8891791
2023-01-09 21:00:00,Bitfinex,BTC/USD,17229.0,17248.0,17176.0,17184.0,808592.38589952,47.05495728
2023-01-09 20:00:00,Bitfinex,BTC/USD,17302.0,17312.0,17190.0,17229.0,2090136.74180538,121.31503522
2023-01-09 19:00:00,Bitfinex,BTC/USD,17353.0,17354.0,17300.0,17300.0,324495.783583,18.75698171
2023-01-09 18:00:00,Bitfinex,BTC/USD,17365.0,17400.0,17334.0,17352.0,1374152.0895864,79.1927207
2023-01-09 17:00:00,Bitfinex,BTC/USD,17337.0,17385.0,17332.0,17365.0,636941.6827418499,36.67962469
2023-01-09 16:00:00,Bitfinex,BTC/USD,17282.0,17359.0,17281.0,17337.0,1085344.40778231,62.60278063
2023-01-09 15:00:00,Bitfinex,BTC/USD,17274.0,17343.0,17241.0,17281.0,2801606.71227129,162.12063609
2023-01-09 14:00:00,Bitfinex,BTC/USD,17235.0,17280.0,17220.0,17271.0,807053.9493519,46.7288489
2023-01-09 13:00:00,Bitfinex,BTC/USD,17261.0,17308.0,17205.0,17236.0,655324.28001284,38.02067069
2023-01-09 12:00:00,Bitfinex,BTC/USD,17253.0,17266.0,17246.0,17261.0,195504.49708062,11.32637142
2023-01-09 11:00:00,Bitfinex,BTC/USD,17279.0,17292.0,17252.0,17253.0,705597.8046690599,40.89710802
2023-01-09 10:00:00,Bitfinex,BTC/USD,17260.0,17292.0,17249.0,17279.0,2260467.26996078,130.82164882
2023-01-09 09:00:00,Bitfinex,BTC/USD,17216.0,17285.0,17212.0,17260.0,1554869.7024628,90.08515078
2023-01-09 08:00:00,Bitfinex,BTC/USD,17221.0,17255.0,17209.0,17216.0,386754.61846976,22.46483611
2023-01-09 07:00:00,Bitfinex,BTC/USD,17204.0,17229.0,17202.0,17221.0,735281.03725054,42.69676774
2023-01-09 06:00:00,Bitfinex,BTC/USD,17225.0,17228.0,17198.0,17203.0,1059274.4531926,61.5749842
2023-01-09 05:00:00,Bitfinex,BTC/USD,17245.0,17269.0,17221.0,17225.0,396414.68398025,23.01391489
2023-01-09 04:00:00,Bitfinex,BTC/USD,17214.0,17260.0,17214.0,17245.0,626759.5327296499,36.34442057
2023-01-09 03:00:00,Bitfinex,BTC/USD,17201.0,17231.0,17191.0,17214.0,900331.4711589001,52.30228135
2023-01-09 02:00:00,Bitfinex,BTC/USD,17194.0,17262.0,17175.0,17200.0,3523844.764836,204.87469563
2023-01-09 01:00:00,Bitfinex,BTC/USD,17201.0,17244.0,17166.0,17195.0,1126752.8540176,65.52793568
2023-01-09 00:00:00,Bitfinex,BTC/USD,17141.0,17219.0,17123.0,17201.0,2194491.44916676,127.57929476
2023-01-08 23:00:00,Bitfinex,BTC/USD,16974.0,17181.0,16973.0,17140.0,3412519.81189,199.0968385
2023-01-08 22:00:00,Bitfinex,BTC/USD,16971.0,16984.0,16968.0,16974.0,698608.68110532,41.15757518
2023-01-08 21:00:00,Bitfinex,BTC/USD,16982.0,16997.0,16969.0,16970.0,120236.4547503,7.08523599
2023-01-08 20:00:00,Bitfinex,BTC/USD,16942.0,16993.0,16940.0,16982.0,190654.48489472,11.22685696
2023-01-08 19:00:00,Bitfinex,BTC/USD,16940.0,16949.0,16937.0,16942.0,148061.19162918002,8.73929829
2023-01-08 18:00:00,Bitfinex,BTC/USD,16942.0,16945.0,16936.0,16940.0,155348.031146,9.1704859
2023-01-08 17:00:00,Bitfinex,BTC/USD,16956.0,16963.0,16936.0,16943.0,219389.34173279,12.94867153
2023-01-08 16:00:00,Bitfinex,BTC/USD,17027.0,17040.0,16943.0,16956.0,1411522.02308196,83.24616791
2023-01-08 15:00:00,Bitfinex,BTC/USD,16967.0,17036.0,16961.0,17027.0,3868808.97706146,227.21612598
2023-01-08 14:00:00,Bitfinex,BTC/USD,16945.0,16968.0,16945.0,16967.0,29931.59990593,1.76410679
2023-01-08 13:00:00,Bitfinex,BTC/USD,16939.0,16948.0,16937.0,16946.0,230480.01070893998,13.60085039
2023-01-08 12:00:00,Bitfinex,BTC/USD,16951.0,16952.0,16934.0,16940.0,437513.2768776,25.82723004
2023-01-08 11:00:00,Bitfinex,BTC/USD,16955.0,16960.0,16951.0,16952.0,87648.37228368,5.17038534
2023-01-08 10:00:00,Bitfinex,BTC/USD,16952.0,16956.0,16952.0,16956.0,35961.687909,2.12088275
2023-01-08 09:00:00,Bitfinex,BTC/USD,16965.0,16984.0,16950.0,16954.0,84360.39102092,4.97583998
2023-01-08 08:00:00,Bitfinex,BTC/USD,16970.0,16972.0,16963.0,16965.0,159069.8347524,9.37635336
2023-01-08 07:00:00,Bitfinex,BTC/USD,16964.0,16972.0,16963.0,16971.0,89579.11323777,5.27836387
2023-01-08 06:00:00,Bitfinex,BTC/USD,16954.0,16962.0,16954.0,16962.0,1645750.64038374,97.02574227
2023-01-08 05:00:00,Bitfinex,BTC/USD,16951.0,16957.0,16950.0,16953.0,191222.48222847,11.27956599
2023-01-08 04:00:00,Bitfinex,BTC/USD,16952.0,16954.0,16948.0,16950.0,112771.27133250001,6.65317235
2023-01-08 03:00:00,Bitfinex,BTC/USD,16939.0,16953.0,16939.0,16953.0,148607.8720938,8.7658746
2023-01-08 02:00:00,Bitfinex,BTC/USD,16942.0,16946.0,16938.0,16939.0,103289.67460565,6.09774335
2023-01-08 01:00:00,Bitfinex,BTC/USD,16939.0,16948.0,16933.0,16943.0,26533.63191268,1.56605276
2023-01-08 00:00:00,Bitfinex,BTC/USD,16958.0,16968.0,16930.0,16940.0,219597.9155986,12.96327719
2023-01-07 23:00:00,Bitfinex,BTC/USD,16951.0,16960.0,16947.0,16958.0,48736.5356732,2.8739554
2023-01-07 22:00:00,Bitfinex,BTC/USD,16952.0,16953.0,16945.0,16951.0,122748.42184858,7.2413675799999995
2023-01-07 21:00:00,Bitfinex,BTC/USD,16958.0,16959.0,16951.0,16951.0,44998.29394049,2.65460999
2023-01-07 20:00:00,Bitfinex,BTC/USD,16956.0,16961.0,16950.0,16958.0,135472.32152146,7.98869687
2023-01-07 19:00:00,Bitfinex,BTC/USD,16950.0,16956.0,16950.0,16955.0,68420.92623109999,4.03544242
2023-01-07 18:00:00,Bitfinex,BTC/USD,16943.0,16951.0,16943.0,16950.0,29701.090404,1.75227672
2023-01-07 17:00:00,Bitfinex,BTC/USD,16935.0,16946.0,16931.0,16943.0,134808.35628818,7.95658126
2023-01-07 16:00:00,Bitfinex,BTC/USD,16952.0,16952.0,16935.0,16936.0,199803.95172288,11.79758808
2023-01-07 15:00:00,Bitfinex,BTC/USD,16949.0,16958.0,16939.0,16953.0,503600.80652367003,29.70570439
2023-01-07 14:00:00,Bitfinex,BTC/USD,16938.0,16958.0,16926.0,16949.0,236337.03142215,13.94401035
2023-01-07 13:00:00,Bitfinex,BTC/USD,16929.0,16944.0,16924.0,16938.0,1248403.47523686,73.70430247
2023-01-07 12:00:00,Bitfinex,BTC/USD,16932.0,16932.0,16925.0,16929.0,125341.55114778,7.40395482
2023-01-07 11:00:00,Bitfinex,BTC/USD,16934.0,16934.0,16924.0,16933.0,316850.92963286,18.71203742
2023-01-07 10:00:00,Bitfinex,BTC/USD,16942.0,16942.0,16933.0,16934.0,192982.96156728,11.39618292
2023-01-07 09:00:00,Bitfinex,BTC/USD,16949.0,16950.0,16938.0,16941.0,106291.10446005,6.27419305
2023-01-07 08:00:00,Bitfinex,BTC/USD,16954.0,16962.0,16944.0,16949.0,153693.87233592,9.06802008
2023-01-07 07:00:00,Bitfinex,BTC/USD,16941.0,16955.0,16941.0,16954.0,37508.33296014,2.21235891
2023-01-07 06:00:00,Bitfinex,BTC/USD,16948.0,16948.0,16935.0,16941.0,139327.88527392,8.22430112
2023-01-07 05:00:00,Bitfinex,BTC/USD,16955.0,16955.0,16948.0,16948.0,21593.27020184,1.27408958
2023-01-07 04:00:00,Bitfinex,BTC/USD,16964.0,16965.0,16954.0,16954.0,168764.19462378,9.95424057
2023-01-07 03:00:00,Bitfinex,BTC/USD,16958.0,16967.0,16957.0,16964.0,42770.0871942,2.52122655
2023-01-07 02:00:00,Bitfinex,BTC/USD,16967.0,16968.0,16958.0,16958.0,87404.32650882,5.15416479
2023-01-07 01:00:00,Bitfinex,BTC/USD,16987.0,16990.0,16966.0,16968.0,143430.2138472,8.4529829
2023-01-07 00:00:00,Bitfinex,BTC/USD,16967.0,16986.0,16951.0,16986.0,483525.68995524,28.46613034
2023-01-06 23:00:00,Bitfinex,BTC/USD,16968.0,16989.0,16954.0,16968.0,302638.25688096,17.83582372
2023-01-06 22:00:00,Bitfinex,BTC/USD,16937.0,16970.0,16936.0,16967.0,365021.54405042,21.51361726
2023-01-06 21:00:00,Bitfinex,BTC/USD,16906.0,16955.0,16896.0,16937.0,601991.97425834,35.54301082
2023-01-06 20:00:00,Bitfinex,BTC/USD,16959.0,17200.0,16878.0,16907.0,18850786.08342413,1114.96930759
2023-01-06 19:00:00,Bitfinex,BTC/USD,16865.0,16994.0,16865.0,16958.0,1975649.40890556,116.50250082
2023-01-06 18:00:00,Bitfinex,BTC/USD,16834.0,16873.0,16834.0,16864.0,481902.7558032,28.57582755
2023-01-06 17:00:00,Bitfinex,BTC/USD,16843.0,16852.0,16833.0,16833.0,59002.8178209,3.5051873000000002
2023-01-06 16:00:00,Bitfinex,BTC/USD,16854.0,16862.0,16825.0,16846.0,146217.28989932002,8.67964442
2023-01-06 15:00:00,Bitfinex,BTC/USD,16761.0,16855.0,16760.0,16853.0,765458.6951964201,45.41972914
2023-01-06 14:00:00,Bitfinex,BTC/USD,16784.0,16799.0,16734.0,16761.0,253075.05854973,15.09904293
2023-01-06 13:00:00,Bitfinex,BTC/USD,16740.0,16827.0,16687.0,16783.0,2704788.55047284,161.16239948
2023-01-06 12:00:00,Bitfinex,BTC/USD,16752.0,16752.0,16730.0,16740.0,231322.70277,13.8185605
2023-01-06 11:00:00,Bitfinex,BTC/USD,16779.0,16780.0,16722.0,16752.0,2272680.44088336,135.66621543
2023-01-06 10:00:00,Bitfinex,BTC/USD,16799.0,16809.0,16779.0,16780.0,43371.0065812,2.58468454
2023-01-06 09:00:00,Bitfinex,BTC/USD,16816.0,16816.0,16779.0,16798.0,245527.89040112,14.61649544
2023-01-06 08:00:00,Bitfinex,BTC/USD,16801.0,16817.0,16801.0,16815.0,153731.1459075,9.1425005
2023-01-06 07:00:00,Bitfinex,BTC/USD,16796.0,16808.0,16796.0,16802.0,165571.55089666,9.85427633
2023-01-06 06:00:00,Bitfinex,BTC/USD,16814.0,16819.0,16796.0,16797.0,474155.64319497,28.22859101
2023-01-06 05:00:00,Bitfinex,BTC/USD,16832.0,16832.0,16806.0,16814.0,131546.58157158,7.8236339699999995
2023-01-06 04:00:00,Bitfinex,BTC/USD,16846.0,16847.0,16821.0,16831.0,60631.55107146,3.60237366
2023-01-06 03:00:00,Bitfinex,BTC/USD,16845.0,16851.0,16837.0,16847.0,153550.07256643,9.11438669
2023-01-06 02:00:00,Bitfinex,BTC/USD,16838.0,16845.0,16818.0,16844.0,85305.31484208,5.06443332
2023-01-06 01:00:00,Bitfinex,BTC/USD,16871.0,16872.0,16836.0,16839.0,30764.36955231,1.82697129
2023-01-06 00:00:00,Bitfinex,BTC/USD,16842.0,16879.0,16839.0,16870.0,194445.0057018,11.52608214
2023-01-05 23:00:00,Bitfinex,BTC/USD,16851.0,16855.0,16833.0,16842.0,177063.58050359998,10.5132158
2023-01-05 22:00:00,Bitfinex,BTC/USD,16856.0,16868.0,16850.0,16850.0,234914.62935550002,13.94152103
2023-01-05 21:00:00,Bitfinex,BTC/USD,16870.0,16871.0,16849.0,16856.0,1804793.47174448,107.07127858
2023-01-05 20:00:00,Bitfinex,BTC/USD,16880.0,16885.0,16865.0,16871.0,1732609.8840455299,102.69752143
2023-01-05 19:00:00,Bitfinex,BTC/USD,16853.0,16881.0,16843.0,16879.0,95285.53250405,5.64521195
2023-01-05 18:00:00,Bitfinex,BTC/USD,16825.0,16853.0,16813.0,16852.0,274250.64735683997,16.27407117
2023-01-05 17:00:00,Bitfinex,BTC/USD,16849.0,16854.0,16825.0,16825.0,262681.85148275,15.61259147
2023-01-05 16:00:00,Bitfinex,BTC/USD,16858.0,16871.0,16842.0,16848.0,115807.43816928001,6.87366086
2023-01-05 15:00:00,Bitfinex,BTC/USD,16839.0,16885.0,16835.0,16857.0,350156.3432625,20.7721625
2023-01-05 14:00:00,Bitfinex,BTC/USD,16793.0,16844.0,16775.0,16840.0,2058246.3385804,122.22365431
2023-01-05 13:00:00,Bitfinex,BTC/USD,16834.0,16840.0,16791.0,16792.0,333622.00147696,19.86791338
2023-01-05 12:00:00,Bitfinex,BTC/USD,16847.0,16847.0,16833.0,16834.0,147798.42277273998,8.77975661
2023-01-05 11:00:00,Bitfinex,BTC/USD,16839.0,16846.0,16831.0,16846.0,38910.52153568,2.30977808
2023-01-05 10:00:00,Bitfinex,BTC/USD,16812.0,16842.0,16811.0,16839.0,75736.18901772,4.49766548
2023-01-05 09:00:00,Bitfinex,BTC/USD,16818.0,16819.0,16795.0,16811.0,484276.18264406,28.80710146
2023-01-05 08:00:00,Bitfinex,BTC/USD,16830.0,16839.0,16808.0,16819.0,160060.78140283,9.51666457
2023-01-05 07:00:00,Bitfinex,BTC/USD,16834.0,16835.0,16806.0,16830.0,296348.6124621,17.60835487
2023-01-05 06:00:00,Bitfinex,BTC/USD,16858.0,16859.0,16830.0,16834.0,58334.610888459996,3.46528519
2023-01-05 05:00:00,Bitfinex,BTC/USD,16855.0,16862.0,16853.0,16859.0,191420.90136028998,11.35422631
2023-01-05 04:00:00,Bitfinex,BTC/USD,16834.0,16855.0,16834.0,16855.0,45883.2065389,2.72223118
2023-01-05 03:00:00,Bitfinex,BTC/USD,16844.0,16845.0,16832.0,16834.0,151487.68511301998,8.99891203
2023-01-05 02:00:00,Bitfinex,BTC/USD,16843.0,16849.0,16838.0,16844.0,54594.68504275999,3.2411947899999998
2023-01-05 01:00:00,Bitfinex,BTC/USD,16846.0,16859.0,16823.0,16843.0,255737.38002133,15.18360031
2023-01-05 00:00:00,Bitfinex,BTC/USD,16864.0,16888.0,16846.0,16846.0,199135.97874844001,11.82096514
2023-01-04 23:00:00,Bitfinex,BTC/USD,16845.0,16876.0,16833.0,16864.0,573272.89029984,33.99388581
2023-01-04 22:00:00,Bitfinex,BTC/USD,16836.0,16853.0,16835.0,16845.0,191496.97508655,11.36817899
2023-01-04 21:00:00,Bitfinex,BTC/USD,16816.0,16837.0,16811.0,16835.0,923305.00076815,54.84437189
2023-01-04 20:00:00,Bitfinex,BTC/USD,16856.0,16859.0,16792.0,16816.0,849260.03139456,50.50309416
2023-01-04 19:00:00,Bitfinex,BTC/USD,16971.0,17008.0,16807.0,16856.0,1151260.57706632,68.29974947
2023-01-04 18:00:00,Bitfinex,BTC/USD,16914.0,16999.0,16892.0,16973.0,452071.76297943,26.63475891
2023-01-04 17:00:00,Bitfinex,BTC/USD,16879.0,16965.0,16868.0,16916.0,1053435.2324107601,62.27448761
2023-01-04 16:00:00,Bitfinex,BTC/USD,16862.0,16906.0,16850.0,16878.0,662371.2676802999,39.24465385
2023-01-04 15:00:00,Bitfinex,BTC/USD,16837.0,16867.0,16777.0,16860.0,1301141.3485542,77.17327097
2023-01-04 14:00:00,Bitfinex,BTC/USD,16835.0,16864.0,16812.0,16831.0,615424.35568072,36.56493112
2023-01-04 13:00:00,Bitfinex,BTC/USD,16825.0,16844.0,16823.0,16836.0,147214.04107404,8.74400339
2023-01-04 12:00:00,Bitfinex,BTC/USD,16852.0,16854.0,16824.0,16825.0,324771.10961225,19.30288913
2023-01-04 11:00:00,Bitfinex,BTC/USD,16857.0,16865.0,16852.0,16852.0,242198.945175,14.37211875
2023-01-04 10:00:00,Bitfinex,BTC/USD,16860.0,16860.0,16850.0,16857.0,580755.3344172,34.4518796
2023-01-04 09:00:00,Bitfinex,BTC/USD,16884.0,16884.0,16851.0,16860.0,451543.6604772,26.78194902
2023-01-04 08:00:00,Bitfinex,BTC/USD,16893.0,16929.0,16857.0,16884.0,658697.76492408,39.01313462
2023-01-04 07:00:00,Bitfinex,BTC/USD,16891.0,16904.0,16873.0,16893.0,559383.42101697,33.113326289999996
2023-01-04 06:00:00,Bitfinex,BTC/USD,16873.0,16891.0,16872.0,16889.0,305970.72860541,18.11656869
2023-01-04 05:00:00,Bitfinex,BTC/USD,16885.0,16885.0,16864.0,16872.0,198254.68283736,11.75051463
2023-01-04 04:00:00,Bitfinex,BTC/USD,16884.0,16929.0,16876.0,16884.0,4202136.5505688805,248.88276182
2023-01-04 03:00:00,Bitfinex,BTC/USD,16757.0,16892.0,16757.0,16883.0,2101279.83514878,124.46128266
2023-01-04 02:00:00,Bitfinex,BTC/USD,16720.0,16765.0,16720.0,16756.0,358380.36837620003,21.38818145
2023-01-04 01:00:00,Bitfinex,BTC/USD,16672.0,16747.0,16671.0,16720.0,864372.3328592,51.69690986
2023-01-04 00:00:00,Bitfinex,BTC/USD,16689.0,16690.0,16671.0,16673.0,124499.79228346,7.46715002
2023-01-03 23:00:00,Bitfinex,BTC/USD,16685.0,16700.0,16685.0,16689.0,104483.84949819,6.26064171
2023-01-03 22:00:00,Bitfinex,BTC/USD,16682.0,16685.0,16663.0,16685.0,307145.0142786,18.40845156
2023-01-03 21:00:00,Bitfinex,BTC/USD,16672.0,16683.0,16671.0,16682.0,335929.59382352,20.13724936
2023-01-03 20:00:00,Bitfinex,BTC/USD,16657.0,16681.0,16657.0,16673.0,385322.95860477,23.11059549
2023-01-03 19:00:00,Bitfinex,BTC/USD,16656.0,16665.0,16642.0,16657.0,382554.92704281997,22.96661626
2023-01-03 18:00:00,Bitfinex,BTC/USD,16640.0,16664.0,16640.0,16656.0,157442.62485696,9.45260716
2023-01-03 17:00:00,Bitfinex,BTC/USD,16637.0,16655.0,16625.0,16640.0,274523.4334336,16.49780249
2023-01-03 16:00:00,Bitfinex,BTC/USD,16690.0,16698.0,16632.0,16637.0,804276.80979724,48.34265852
2023-01-03 15:00:00,Bitfinex,BTC/USD,16683.0,16701.0,16639.0,16691.0,1240556.07118309,74.32484999
2023-01-03 14:00:00,Bitfinex,BTC/USD,16750.0,16808.0,16671.0,16682.0,6256107.31726306,375.02141933
2023-01-03 13:00:00,Bitfinex,BTC/USD,16733.0,16770.0,16733.0,16750.0,5210742.394515,311.08909818
2023-01-03 12:00:00,Bitfinex,BTC/USD,16745.0,16757.0,16730.0,16734.0,997188.74547186,59.59057879
2023-01-03 11:00:00,Bitfinex,BTC/USD,16755.0,16767.0,16742.0,16745.0,490027.8407748,29.26412904
