iter	Passed	Remaining
0	82	82607
1	107	53873
2	131	43686
3	151	37748
4	170	33977
5	194	32274
6	214	30473
7	234	29079
8	250	27571
9	266	26407
10	283	25448
11	298	24590
12	318	24169
13	334	23547
14	349	22921
15	366	22520
16	380	22017
17	395	21579
18	414	21426
19	430	21113
20	448	20891
21	465	20694
22	497	21122
23	520	21148
24	538	21016
25	558	20927
26	578	20847
27	595	20679
28	615	20610
29	632	20446
30	648	20255
31	664	20109
32	679	19916
33	694	19733
34	712	19643
35	730	19574
36	748	19475
37	764	19355
38	780	19235
39	797	19151
40	812	19012
41	828	18895
42	845	18809
43	860	18687
44	876	18598
45	893	18527
46	909	18431
47	924	18338
48	941	18266
49	956	18170
50	970	18067
51	989	18035
52	1005	17958
53	1020	17879
54	1038	17835
55	1053	17751
56	1069	17695
57	1086	17648
58	1103	17602
59	1119	17534
60	1136	17498
61	1153	17447
62	1168	17382
63	1186	17348
64	1201	17286
65	1217	17232
66	1235	17207
67	1251	17148
68	1267	17102
69	1283	17052
70	1299	17000
71	1316	16969
72	1332	16917
73	1348	16875
74	1366	16851
75	1381	16799
76	1396	16739
77	1413	16703
78	1429	16667
79	1444	16617
80	1462	16594
81	1477	16546
82	1492	16492
83	1510	16468
84	1531	16482
85	1555	16527
86	1571	16494
87	1592	16502
88	1609	16473
89	1626	16441
90	1643	16414
91	1660	16385
92	1675	16344
93	1693	16322
94	1707	16269
95	1723	16227
96	1740	16205
97	1757	16178
98	1772	16135
99	1789	16106
100	1805	16068
101	1821	16035
102	1838	16015
103	1855	15983
104	1869	15938
105	1887	15917
106	1903	15884
107	1918	15847
108	1935	15823
109	1953	15806
110	1968	15768
111	1986	15746
112	2001	15713
113	2017	15681
114	2035	15661
115	2050	15625
116	2069	15618
117	2086	15598
118	2101	15560
119	2117	15531
120	2134	15505
121	2150	15474
122	2167	15453
123	2182	15419
124	2197	15382
125	2214	15358
126	2229	15324
127	2244	15292
128	2262	15275
129	2279	15251
130	2293	15216
131	2310	15196
132	2325	15158
133	2341	15131
134	2357	15106
135	2373	15079
136	2389	15048
137	2406	15028
138	2421	15001
139	2436	14965
140	2453	14945
141	2470	14924
142	2486	14900
143	2503	14880
