iter	RMSE
0	0.185035987
1	0.182930653
2	0.1808362557
3	0.1787356946
4	0.1762986722
5	0.1739104119
6	0.1717997805
7	0.1701609395
8	0.1683037627
9	0.1662403768
10	0.1645940538
11	0.1629523797
12	0.1614895648
13	0.1599624546
14	0.1585257529
15	0.1569955256
16	0.1556310166
17	0.154376392
18	0.1528504454
19	0.1514709295
20	0.150430177
21	0.1492691019
22	0.1476798872
23	0.1464670784
24	0.1455083477
25	0.1442574675
26	0.1428169267
27	0.1415692647
28	0.1405131441
29	0.138946696
30	0.1380447723
31	0.1371605085
32	0.1358445407
33	0.1348653581
34	0.1334733668
35	0.1328828242
36	0.1320528606
37	0.1310852462
38	0.1304412538
39	0.1294252932
40	0.1286270483
41	0.1272784609
42	0.1263963665
43	0.1254787402
44	0.1246724919
45	0.1241070822
46	0.1232415234
47	0.1223573889
48	0.1214875592
49	0.1207644011
50	0.119633815
51	0.1190818345
52	0.1183757444
53	0.1176961905
54	0.1170755987
55	0.1162960088
56	0.1156197863
57	0.1148083168
58	0.1139857956
59	0.1130299464
60	0.1123366398
61	0.111694169
62	0.1110746234
63	0.1106610912
64	0.1100787436
65	0.1095110303
66	0.1087281132
67	0.1080335208
68	0.1075803863
69	0.1070883273
70	0.1063084847
71	0.1057774801
72	0.1052296513
73	0.1045479982
74	0.1040852736
75	0.103578869
76	0.1030190171
77	0.1023805031
78	0.1017385105
79	0.1012280099
80	0.1007329268
81	0.1002581539
82	0.09983416334
83	0.09943712067
84	0.09891535162
85	0.0983708638
86	0.09784724989
87	0.09741959428
88	0.09701694974
89	0.0965324164
90	0.09608110123
91	0.09542629463
92	0.09504687715
93	0.0945343437
94	0.09406284355
95	0.0934595459
96	0.09320845369
97	0.09267108539
98	0.09233700489
99	0.09178357654
100	0.091428401
101	0.09106374258
102	0.09076825087
103	0.09036250559
104	0.08990051811
105	0.08949423164
106	0.08919470229
107	0.08866302879
108	0.08828191053
109	0.08795175908
110	0.08753146933
111	0.0871383084
112	0.08682003125
113	0.08634504643
114	0.08606005275
115	0.08564012128
116	0.08530027469
117	0.08472565641
118	0.08440372589
119	0.08403526184
120	0.08377441904
121	0.08334783951
122	0.08294013749
123	0.08248221888
124	0.08223614451
125	0.08190417528
126	0.08170349606
127	0.08124382191
128	0.08096833517
129	0.080547433
130	0.08014870597
131	0.07978977521
132	0.07953209693
133	0.07915068591
134	0.07894092582
135	0.07866698031
136	0.07846388758
137	0.0780681175
138	0.07755173043
139	0.0771607433
140	0.07677012329
141	0.07639152278
142	0.07600501372
143	0.07570750595
144	0.07534027607
145	0.07515103029
146	0.07475764761
147	0.07443961001
148	0.07420068054
149	0.07383030845
150	0.07354890029
151	0.07328248574
152	0.07307561143
153	0.07279029237
154	0.07246958665
155	0.07227201969
156	0.07205650097
157	0.07180157836
158	0.07150269053
159	0.07126231845
160	0.07103004893
161	0.07079046085
162	0.07035869068
163	0.07002220564
164	0.06959964058
165	0.06939378509
166	0.06917269631
167	0.06886238247
168	0.06857972005
169	0.06841225025
170	0.06815871616
171	0.06786105672
172	0.06760201559
173	0.06736616531
174	0.06714427081
175	0.06689414773
176	0.06672878909
177	0.06642426391
178	0.06600726213
179	0.06566731035
180	0.0654553505
181	0.06518284383
182	0.06499136924
183	0.06474505202
184	0.06454868809
185	0.06432162519
186	0.06417181941
187	0.06394352064
188	0.06366893099
189	0.06351220518
190	0.06330041757
191	0.06303956647
192	0.0628508197
193	0.06266307688
194	0.06251959851
195	0.06229221218
196	0.06206613864
197	0.06171342287
198	0.06147481358
199	0.06120532173
200	0.0609708151
201	0.06078623126
202	0.06047992823
203	0.06017670295
204	0.05996367855
205	0.05966373278
206	0.05948053318
207	0.05927577346
208	0.05895589071
209	0.0587941927
210	0.05858080899
211	0.05835637161
212	0.05819105216
213	0.05789535243
214	0.05775785479
215	0.05752773446
216	0.0572369375
217	0.05703272041
218	0.05679348595
219	0.05656936033
220	0.05633164294
221	0.05611854668
222	0.0559483514
223	0.05572446072
224	0.05547730285
225	0.05538572599
226	0.05528279079
227	0.05517700857
228	0.05496704966
229	0.05473434576
230	0.05455747974
231	0.05444279214
232	0.05428450912
233	0.05405205771
234	0.05375245915
235	0.05364119279
236	0.05352798174
237	0.05333751231
238	0.05300283549
239	0.05270046304
240	0.052497649
241	0.05231507725
242	0.05220724596
243	0.05203312837
244	0.0518250403
245	0.05164208751
246	0.05148427142
247	0.05138430035
248	0.05120234611
249	0.05105067552
250	0.05089278867
251	0.05070308469
252	0.05056771758
253	0.05035963462
254	0.0500867806
255	0.04985945268
256	0.04973557205
257	0.04958843124
258	0.04946104821
259	0.0492645492
260	0.04908517957
261	0.04882971915
262	0.04860357188
263	0.04843619781
264	0.04821657442
265	0.04810926047
266	0.04792702163
267	0.04768497928
268	0.04751991098
269	0.04737253745
270	0.04719489179
271	0.04710083938
272	0.04689644767
273	0.04679209079
274	0.04665920603
275	0.04649581074
276	0.04639802977
277	0.04625770608
278	0.04606335863
279	0.04588482576
280	0.04570981886
281	0.04558484882
282	0.04539127197
283	0.0452416266
284	0.0451064973
285	0.04491390753
286	0.04479785175
287	0.04466920186
288	0.04449867867
289	0.04437927355
290	0.04425702518
291	0.04413208936
292	0.0440714935
293	0.04402188331
294	0.04392346031
295	0.04377997998
296	0.04361814801
297	0.04346894173
298	0.04338782698
299	0.04319262074
300	0.04303159963
301	0.04299017638
302	0.04283231846
303	0.04274625591
304	0.04261657506
305	0.04250151338
306	0.04234668714
307	0.042252235
308	0.04209301837
309	0.04197801703
310	0.04179314325
311	0.04163185581
312	0.04149537172
313	0.04135856497
314	0.04124679988
315	0.04110753845
316	0.04096592288
317	0.04089674251
318	0.04078358741
319	0.04063324893
320	0.04048308723
321	0.04035876937
322	0.04023578152
323	0.04009868374
324	0.03999262234
325	0.03989006396
326	0.03978275468
327	0.03965281411
328	0.03957156744
329	0.03944749874
330	0.03936447956
331	0.03933559385
332	0.03923353214
333	0.03917445653
334	0.03906462861
335	0.03897750591
336	0.03893594051
337	0.03879470224
338	0.03862523272
339	0.03852935714
340	0.03840600745
341	0.03833435214
342	0.0381969531
343	0.03814115867
344	0.03800801383
345	0.03791406572
346	0.03779878598
347	0.03766595636
348	0.03753713293
349	0.03745520752
350	0.03739439038
351	0.03728432519
352	0.0372573914
353	0.03723377415
354	0.03715232201
355	0.03703364805
356	0.036944481
357	0.03688930431
358	0.03681208039
359	0.03674104884
360	0.03661697441
361	0.03656005753
362	0.0365030625
363	0.03642719035
364	0.03631157308
365	0.03620151714
366	0.03613488357
367	0.03602711665
368	0.03594889152
369	0.03586371685
370	0.03575810191
371	0.03567262235
372	0.03559969358
373	0.03549779004
374	0.03545393252
375	0.03537541591
376	0.03530398553
377	0.03519181135
378	0.03512570517
379	0.03498493553
380	0.03487462487
381	0.03482040487
382	0.03474310649
383	0.03467469264
384	0.03460245965
385	0.03448628625
386	0.03441343223
387	0.03435344163
388	0.0342589633
389	0.03420507986
390	0.03410950188
391	0.03403451385
392	0.03395894792
393	0.03389345783
394	0.0337558818
395	0.03367025261
396	0.03357764132
397	0.03350635535
398	0.03344194994
399	0.03335605086
400	0.03328704808
401	0.03324059416
402	0.03317294072
403	0.03312457103
404	0.03304519238
405	0.03299398982
406	0.03290904429
407	0.03282027856
408	0.03276791645
409	0.03270257056
410	0.03263386241
411	0.03258245757
412	0.03252035019
413	0.03245367697
414	0.03238357221
415	0.03232493467
416	0.0322554347
417	0.03221226836
418	0.03213592329
419	0.0320665802
420	0.03203391248
421	0.03194948841
422	0.03187666061
423	0.03180480856
424	0.03174550667
425	0.03167422445
426	0.03162311998
427	0.03157570667
428	0.03153093523
429	0.03146525942
430	0.03140559658
431	0.03135985159
432	0.03131855088
433	0.03127011657
434	0.03123011086
435	0.03115389613
436	0.03110638165
437	0.03099390754
438	0.03093595157
439	0.03085581756
440	0.0308031803
441	0.03071991269
442	0.03065346378
443	0.03057216722
444	0.03052595035
445	0.0304712687
446	0.0304260841
447	0.03035089512
448	0.03028495121
449	0.03023496047
450	0.03017781596
451	0.03011751966
452	0.03007987323
453	0.03000952694
454	0.02992636276
455	0.02987320689
456	0.02982619919
457	0.02977296919
458	0.02974237541
459	0.02965728655
460	0.02958117529
461	0.02952285113
462	0.02946043012
463	0.02938822634
464	0.02933333069
465	0.02927753247
466	0.02921376172
467	0.02915214571
468	0.02909942273
469	0.02903301416
470	0.02897981696
471	0.02891894571
472	0.02888744862
473	0.02881310902
474	0.02876821099
475	0.02871170347
476	0.02867228842
477	0.02863694235
478	0.02859153555
479	0.02853769274
480	0.02849906286
481	0.02842649294
482	0.02833216021
483	0.02830584751
484	0.02826796984
485	0.02823053279
486	0.02815997801
487	0.02809831864
488	0.02803090764
489	0.02797694902
490	0.02791354419
491	0.02782811777
492	0.0277976291
493	0.02775001454
494	0.02771714845
495	0.02766465248
496	0.02758704172
497	0.02752187948
498	0.02746728584
499	0.02740002305
500	0.02733745414
501	0.02728312187
502	0.0272259724
503	0.02717672792
504	0.02712977325
505	0.02708802993
506	0.02703933695
507	0.02701096342
508	0.02694333543
509	0.02687986689
510	0.0268580261
511	0.02682209133
512	0.02675107799
513	0.02665500319
514	0.02660985776
515	0.026543589
516	0.02648407463
517	0.02642911999
518	0.02636404893
519	0.02632226038
520	0.02628625661
521	0.02624997461
522	0.02617535594
523	0.02613022672
524	0.02608499305
525	0.02605276557
526	0.0260011901
527	0.02595768787
528	0.02592357969
529	0.02590587394
530	0.02584081803
531	0.02575491744
532	0.0257033129
533	0.02564661955
534	0.02561257319
535	0.02556269118
536	0.02552638619
537	0.02549429955
538	0.02543409046
539	0.02535913032
540	0.02531502976
541	0.02526553216
542	0.0252080858
543	0.02516431542
544	0.02510280748
545	0.02504692179
546	0.02500569427
547	0.02496371147
548	0.02490375304
549	0.02485853921
550	0.02482908869
551	0.02477755218
552	0.02473422925
553	0.02470291662
554	0.02465473072
555	0.02460172067
556	0.02455592074
557	0.02452995237
558	0.02449809371
559	0.02447746759
560	0.02444589778
561	0.02441441936
562	0.02436951658
563	0.02434041225
564	0.02430573142
565	0.02425649632
566	0.02420178137
567	0.02417079756
568	0.02415129908
569	0.02412372224
570	0.02408638044
571	0.02403186713
572	0.02398620228
573	0.02395411119
574	0.0239051111
575	0.0238577126
576	0.02383246459
577	0.02380169528
578	0.02374650306
579	0.02370262217
580	0.02367465567
581	0.02363893601
582	0.0235966097
583	0.02354177863
584	0.02350764061
585	0.0234455323
586	0.02338613493
587	0.02334779683
588	0.02330244877
589	0.02328441865
590	0.02325753402
591	0.02320138526
592	0.02318574724
593	0.02313479552
594	0.02310130709
595	0.02307643552
596	0.02305068529
597	0.02301249879
598	0.02296781579
599	0.02294178499
600	0.02289069461
601	0.02285611007
602	0.02282080312
603	0.02277833241
604	0.02273974955
605	0.02272067579
606	0.02266111214
607	0.02261377364
608	0.02257891229
609	0.02255380278
610	0.02249896137
611	0.02245026967
612	0.0224298145
613	0.02239831232
614	0.02237563679
615	0.02234845519
616	0.02232385771
617	0.02228574307
618	0.02223950383
619	0.02221827623
620	0.02218631979
621	0.02214153553
622	0.02210009254
623	0.02205411045
624	0.02202180762
625	0.02199197192
626	0.02195843974
627	0.02193149126
628	0.0219112249
629	0.02187632833
630	0.02184530815
631	0.02180819978
632	0.02176056755
633	0.02171854497
634	0.02164799832
635	0.02161480478
636	0.02157265119
637	0.02154309439
638	0.02150090101
639	0.021467372
640	0.02143667222
641	0.02139557792
642	0.02134432536
643	0.02131201348
644	0.02127192695
645	0.02124161673
646	0.02119594071
647	0.02116780159
648	0.02113895542
649	0.02111491637
650	0.02107927122
651	0.02104430871
652	0.02101128696
653	0.02098731705
654	0.02096021153
655	0.02093107765
656	0.02090508493
657	0.02088171546
658	0.02085259418
659	0.02080374523
660	0.02076185772
661	0.02073048127
662	0.02071051606
663	0.02068124745
664	0.02064391267
665	0.02059091841
666	0.02055122822
667	0.02052556733
668	0.02049424428
669	0.02043074589
670	0.02039243223
671	0.0203659177
672	0.02033069094
673	0.02029313603
674	0.02026172498
675	0.02021592948
676	0.02019740432
677	0.02016889568
678	0.02014504662
679	0.02008979723
680	0.02005814722
681	0.02002292376
682	0.02000332955
683	0.01997179959
684	0.01993965101
685	0.01991002798
686	0.01989389927
687	0.01986300624
688	0.01983634996
689	0.01979911365
690	0.01975787644
691	0.01973383952
692	0.01970096009
693	0.01965750294
694	0.01963316612
695	0.01959574041
696	0.01956943646
697	0.01954209204
698	0.01952115021
699	0.01948745742
700	0.01945500031
701	0.01941521555
702	0.01939168337
703	0.01935889478
704	0.01932919178
705	0.01929951381
706	0.01926897386
707	0.01924761399
708	0.01922404385
709	0.01920736676
710	0.01918120937
711	0.01916102605
712	0.01914023987
713	0.01912272
714	0.0190713273
715	0.01904514297
716	0.01900735229
717	0.01896855017
718	0.01893517
719	0.01890488093
720	0.01888665182
721	0.01885031913
722	0.01882169427
723	0.01878827936
724	0.01876604564
725	0.01873156045
726	0.01870770572
727	0.0186833621
728	0.01865055651
729	0.01861751286
730	0.01857816866
731	0.01855123065
732	0.01853335005
733	0.01850745166
734	0.01848537201
735	0.01846540262
736	0.01842995088
737	0.01841158502
738	0.01838390272
739	0.01836008993
740	0.0183370764
741	0.01830965521
742	0.01829161776
743	0.01826726342
744	0.01823800315
745	0.01820255208
746	0.01817262037
747	0.01814975913
748	0.01812562402
749	0.01809967761
750	0.01807072556
751	0.01804641454
752	0.01801239867
753	0.01797561537
754	0.01795173678
755	0.01793294429
756	0.0179138039
757	0.01789865912
758	0.0178745349
759	0.01785436599
760	0.01782133226
761	0.01781068532
762	0.01779255796
763	0.01778030072
764	0.01774929562
765	0.01772784114
766	0.01769227403
767	0.0176562595
768	0.01762985845
769	0.01760493808
770	0.01756825713
771	0.01755841791
772	0.01752651607
773	0.01751523551
774	0.01748152443
775	0.01746369598
776	0.01744530993
777	0.01741403959
778	0.01738788766
779	0.01736360075
780	0.01732745568
781	0.01730601353
782	0.01728334973
783	0.01724524849
784	0.01722834297
785	0.01720056492
786	0.01718496624
787	0.01716496897
788	0.01713264199
789	0.01711344796
790	0.01709389179
791	0.01707136545
792	0.01705316426
793	0.01703156819
794	0.01701226077
795	0.01699403788
796	0.01697178489
797	0.01694117534
798	0.01691742163
799	0.01688933484
800	0.01686875999
801	0.01685601263
802	0.01682970529
803	0.01680910557
804	0.01679092309
805	0.01677158295
806	0.01676040135
807	0.01673930992
808	0.01672199844
809	0.01670639633
810	0.01668754985
811	0.01665465091
812	0.01663412579
813	0.01661006442
814	0.01659076082
815	0.01655825198
816	0.01652994064
817	0.01649977098
818	0.01648053845
819	0.0164542821
820	0.01643820387
821	0.01642108778
822	0.01640491786
823	0.01637449353
824	0.016355779
825	0.01634067803
826	0.01630881622
827	0.01628503902
828	0.01625457375
829	0.01623121794
830	0.01621840763
831	0.01620332906
832	0.01617933331
833	0.01614975198
834	0.016123794
835	0.01610094541
836	0.01607898733
837	0.01606302847
838	0.01604080306
839	0.01602255996
840	0.01600444464
841	0.01596473958
842	0.01595352002
843	0.01593702934
844	0.01591596241
845	0.01589658574
846	0.01587228557
847	0.01585506177
848	0.01582619921
849	0.0158195292
850	0.01579543821
851	0.0157719828
852	0.01575146417
853	0.01572904725
854	0.01571626753
855	0.0156956362
856	0.01567508962
857	0.01565309012
858	0.01562856594
859	0.01560816966
860	0.01558574294
861	0.01557313504
862	0.01555208516
863	0.01552949518
864	0.01550931199
865	0.01549002675
866	0.01546682806
867	0.01544789517
868	0.015432371
869	0.01541922252
870	0.0154060648
871	0.01538279149
872	0.015361742
873	0.0153391215
874	0.01532212279
875	0.01529821455
876	0.01527830452
877	0.01525416472
878	0.0152316354
879	0.01520499775
880	0.01519332349
881	0.01516488644
882	0.01513491209
883	0.01511102058
884	0.01508440765
885	0.01506978397
886	0.01504573039
887	0.01502719241
888	0.01500496016
889	0.01498840263
890	0.01496827121
891	0.01495150362
892	0.0149267058
893	0.01490882956
894	0.01488945834
895	0.01486887256
896	0.01484368828
897	0.01482764521
898	0.0148100114
899	0.01478395714
900	0.01476554286
901	0.01475086806
902	0.01473398172
903	0.01471134968
904	0.01469023189
905	0.01467258358
906	0.01465144124
907	0.01461972701
908	0.0145974031
909	0.01457649354
910	0.01456140108
911	0.01454607411
912	0.01452470514
913	0.01450164958
914	0.01448341068
915	0.01447353165
916	0.01445400477
917	0.01443822187
918	0.01442318298
919	0.01440976998
920	0.01438324623
921	0.01436753832
922	0.01434119976
923	0.01432055656
924	0.0143107731
925	0.0142843439
926	0.01426221543
927	0.01424143461
928	0.0142086454
929	0.01419423894
930	0.01416385163
931	0.01414474365
932	0.01412697307
933	0.01410215487
934	0.01408289453
935	0.01406927835
936	0.01405552078
937	0.01403473505
938	0.0140032017
939	0.01398365729
940	0.01396852814
941	0.01395144544
942	0.01393950804
943	0.01393012251
944	0.01390977737
945	0.01388932771
946	0.01388050529
947	0.01385640141
948	0.0138385883
949	0.01381374254
950	0.0137977862
951	0.01378323898
952	0.01376787755
953	0.01375454478
954	0.0137411821
955	0.01372934554
956	0.01370724397
957	0.01369238792
958	0.01368416472
959	0.01366826017
960	0.01365107672
961	0.01362640907
962	0.01361844688
963	0.01360197398
964	0.01359405527
965	0.01357387141
966	0.01355204229
967	0.01353175149
968	0.01351743298
969	0.01349778923
970	0.01347011376
971	0.01345768201
972	0.01344294304
973	0.01342834614
974	0.01340783173
975	0.01339314158
976	0.01337845487
977	0.01336482635
978	0.01334427776
979	0.01333108968
980	0.01331234454
981	0.01329798582
982	0.01328421871
983	0.01326497436
984	0.0132527093
985	0.01323869495
986	0.01322079052
987	0.01320492712
988	0.013194508
989	0.01317261657
990	0.01315599052
991	0.01313594498
992	0.01311265762
993	0.01308731864
994	0.01306957303
995	0.01305435885
996	0.0130422887
997	0.01302385227
998	0.01300215966
999	0.01299126021
