iter	Passed	Remaining
0	59	59740
1	87	43712
2	113	37832
3	129	32366
4	146	29194
5	166	27544
6	183	26011
7	199	24734
8	217	23919
9	233	23090
10	250	22483
11	267	22029
12	285	21649
13	302	21329
14	320	21053
15	337	20768
16	355	20567
17	372	20301
18	389	20109
19	407	19957
20	423	19765
21	442	19650
22	460	19571
23	477	19427
24	496	19351
25	512	19200
26	530	19118
27	546	18978
28	562	18837
29	580	18767
30	599	18727
31	627	18980
32	652	19108
33	671	19066
34	694	19156
35	711	19063
36	729	18978
37	746	18891
38	764	18850
39	781	18751
40	798	18667
41	816	18615
42	833	18544
43	850	18471
44	869	18443
45	885	18367
46	904	18331
47	920	18259
48	936	18183
49	955	18151
50	972	18099
51	989	18038
52	1007	17999
53	1023	17935
54	1041	17886
55	1057	17833
56	1075	17796
57	1093	17763
58	1110	17703
59	1127	17664
60	1144	17621
61	1164	17612
62	1183	17601
63	1199	17547
64	1236	17781
65	1254	17758
66	1271	17711
67	1290	17685
68	1307	17639
69	1324	17602
70	1341	17553
71	1358	17511
72	1376	17485
73	1394	17446
74	1410	17402
75	1428	17361
76	1444	17317
77	1462	17281
78	1480	17262
79	1496	17212
80	1515	17196
81	1532	17160
82	1551	17140
83	1568	17101
84	1584	17058
85	1602	17034
86	1619	16997
87	1636	16960
88	1654	16940
89	1672	16907
90	1688	16867
91	1707	16848
92	1724	16814
93	1741	16785
94	1758	16756
95	1775	16723
96	1794	16705
97	1811	16670
98	1828	16645
99	1846	16618
100	1864	16593
101	1882	16569
102	1898	16530
103	1914	16496
104	1932	16472
105	1950	16451
106	1967	16424
107	1984	16394
108	2001	16359
109	2019	16337
110	2036	16307
111	2053	16278
112	2071	16262
113	2088	16234
114	2105	16200
115	2122	16177
116	2139	16147
117	2156	16118
118	2174	16097
119	2191	16074
120	2208	16044
121	2226	16023
122	2243	15995
123	2261	15974
124	2278	15949
125	2295	15924
126	2315	15915
127	2331	15880
128	2349	15864
129	2365	15833
130	2383	15809
131	2401	15789
132	2416	15755
133	2434	15735
134	2452	15712
135	2469	15687
136	2487	15667
137	2503	15640
138	2521	15618
139	2538	15592
140	2555	15568
141	2572	15545
142	2589	15521
143	2609	15512
144	2626	15488
145	2643	15461
146	2661	15443
147	2678	15416
148	2695	15393
149	2712	15368
150	2728	15342
151	2744	15313
152	2764	15302
153	2780	15277
154	2796	15248
155	2814	15229
156	2832	15206
157	2849	15183
158	2866	15164
159	2883	15139
160	2901	15117
161	2918	15099
162	2936	15077
163	2954	15058
164	2971	15037
165	2987	15011
166	3005	14989
167	3021	14963
168	3038	14940
169	3056	14923
170	3073	14899
171	3090	14878
172	3108	14859
173	3125	14836
174	3143	14820
175	3161	14799
176	3178	14777
177	3196	14761
178	3213	14737
179	3231	14720
180	3249	14702
181	3266	14680
182	3285	14668
183	3301	14643
184	3320	14628
185	3338	14608
186	3354	14584
187	3373	14570
188	3390	14548
189	3407	14525
190	3426	14512
191	3444	14493
192	3461	14472
193	3478	14450
194	3495	14429
195	3513	14413
196	3531	14393
197	3549	14375
198	3566	14356
199	3583	14335
200	3601	14317
201	3618	14295
202	3635	14275
203	3652	14250
204	3667	14224
205	3686	14207
206	3702	14183
207	3719	14164
208	3739	14152
209	3756	14132
210	3773	14110
