https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume USD,Volume DOG
1650722400000,2022-04-23 14:00:00,DOG/USD,136310,136340,133000,135780,106.05504239999999,0.00078108
1650718800000,2022-04-23 13:00:00,DOG/USD,136300,136460,134210,134300,113.504988,0.00084516
1650715200000,2022-04-23 12:00:00,DOG/USD,136350,136470,134080,134200,102.311396,0.00076238
1650711600000,2022-04-23 11:00:00,DOG/USD,136470,137970,134060,134110,109.39084480000001,0.00081568
1650708000000,2022-04-23 10:00:00,DOG/USD,136130,137550,133940,134050,114.54706549999999,0.00085451
1650704400000,2022-04-23 09:00:00,DOG/USD,133820,136750,133820,133960,104.91747199999999,0.0007832
1650700800000,2022-04-23 08:00:00,DOG/USD,135860,137180,132760,136110,114.3038169,0.00083979
1650697200000,2022-04-23 07:00:00,DOG/USD,135000,137390,132920,137390,114.70004150000001,0.00083485
1650693600000,2022-04-23 06:00:00,DOG/USD,132850,135170,132850,135010,103.50136619999999,0.00076662
1650690000000,2022-04-23 05:00:00,DOG/USD,132770,135340,132770,135180,112.7522862,0.00083409
1650686400000,2022-04-23 04:00:00,DOG/USD,132770,136010,132750,135300,131.450715,0.0009715500000000001
1650682800000,2022-04-23 03:00:00,DOG/USD,135070,137500,132760,135900,108.637101,0.00079939
1650679200000,2022-04-23 02:00:00,DOG/USD,136380,137710,135010,136000,63.67248,0.00046818
1650675600000,2022-04-23 01:00:00,DOG/USD,134900,137840,134900,135000,116.75475,0.00086485
1650672000000,2022-04-23 00:00:00,DOG/USD,137460,138460,134800,136570,102.77848490000001,0.00075257
1650668400000,2022-04-22 23:00:00,DOG/USD,134590,138490,134580,138490,102.094828,0.0007372
1650664800000,2022-04-22 22:00:00,DOG/USD,134120,138190,134110,134580,106.92650160000001,0.0007945200000000001
1650661200000,2022-04-22 21:00:00,DOG/USD,137160,137940,133630,134110,117.91755859999999,0.00087926
1650657600000,2022-04-22 20:00:00,DOG/USD,137600,137600,134120,134510,96.3616189,0.00071639
1650654000000,2022-04-22 19:00:00,DOG/USD,136280,137510,132770,134120,79.4741472,0.00059256
1650650400000,2022-04-22 18:00:00,DOG/USD,133530,136580,133530,136290,91.6632024,0.00067256
1650646800000,2022-04-22 17:00:00,DOG/USD,133390,137360,132760,136590,109.7077221,0.00080319
1650643200000,2022-04-22 16:00:00,DOG/USD,136080,137560,133150,136320,110.6959296,0.00081203
1650639600000,2022-04-22 15:00:00,DOG/USD,136920,137800,135410,135500,101.91090500000001,0.0007521100000000001
1650636000000,2022-04-22 14:00:00,DOG/USD,135180,138280,135180,135400,108.09658999999999,0.00079835
1650632400000,2022-04-22 13:00:00,DOG/USD,137610,139340,134500,135170,115.6595622,0.00085566
1650628800000,2022-04-22 12:00:00,DOG/USD,137870,137870,134530,137620,113.45255180000001,0.00082439
1650625200000,2022-04-22 11:00:00,DOG/USD,135770,137980,134510,137880,97.1350812,0.00070449
1650621600000,2022-04-22 10:00:00,DOG/USD,135170,138990,135170,137750,110.39836000000001,0.00080144
1650618000000,2022-04-22 09:00:00,DOG/USD,139510,139690,134940,136590,123.8242986,0.0009065400000000001
1650614400000,2022-04-22 08:00:00,DOG/USD,138770,140380,134860,138120,115.5000876,0.00083623
1650610800000,2022-04-22 07:00:00,DOG/USD,138550,140420,134820,140420,107.2584128,0.00076384
1650607200000,2022-04-22 06:00:00,DOG/USD,138150,140050,132920,140050,108.675999,0.00077598
1650603600000,2022-04-22 05:00:00,DOG/USD,138040,139830,134620,139640,120.9785104,0.00086636
1650600000000,2022-04-22 04:00:00,DOG/USD,137890,139640,132790,134430,110.9665878,0.00082546
1650596400000,2022-04-22 03:00:00,DOG/USD,139070,139070,135440,135500,107.455565,0.00079303
1650592800000,2022-04-22 02:00:00,DOG/USD,137670,139400,135370,137630,113.9603926,0.0008280200000000001
1650589200000,2022-04-22 01:00:00,DOG/USD,137540,139120,135220,135360,96.9407712,0.00071617
1650585600000,2022-04-22 00:00:00,DOG/USD,138940,139340,133500,139220,121.8175,0.000875
1650582000000,2022-04-21 23:00:00,DOG/USD,134370,139210,132770,133310,107.6398264,0.00080744
1650578400000,2022-04-21 22:00:00,DOG/USD,137730,138790,133490,137040,112.19053679999999,0.00081867
1650574800000,2022-04-21 21:00:00,DOG/USD,138960,138960,134710,134720,94.4494976,0.00070108
1650571200000,2022-04-21 20:00:00,DOG/USD,136770,140280,133990,137630,168.0434774,0.00122098
1650567600000,2022-04-21 19:00:00,DOG/USD,139780,140720,136690,139090,114.1275177,0.00082053
1650564000000,2022-04-21 18:00:00,DOG/USD,139350,141350,135480,139860,115.6963878,0.00082723
1650560400000,2022-04-21 17:00:00,DOG/USD,139190,141900,139190,139350,92.6942265,0.00066519
1650556800000,2022-04-21 16:00:00,DOG/USD,141730,143140,138440,139180,120.453331,0.00086545
1650553200000,2022-04-21 15:00:00,DOG/USD,141380,143770,135010,137930,106.66540690000001,0.00077333
1650549600000,2022-04-21 14:00:00,DOG/USD,142720,142720,137790,141390,117.33956099999999,0.0008299
1650546000000,2022-04-21 13:00:00,DOG/USD,140580,143800,136890,142730,121.9313844,0.00085428
1650542400000,2022-04-21 12:00:00,DOG/USD,140310,143800,140310,142880,106.9013872,0.00074819
1650538800000,2022-04-21 11:00:00,DOG/USD,139830,143800,139100,142150,103.809302,0.00073028
1650535200000,2022-04-21 10:00:00,DOG/USD,141040,143470,137650,142140,113.4788904,0.00079836
1650531600000,2022-04-21 09:00:00,DOG/USD,139860,142290,137190,141070,119.4326834,0.00084662
1650528000000,2022-04-21 08:00:00,DOG/USD,141900,142030,139820,141590,106.0891393,0.00074927
1650524400000,2022-04-21 07:00:00,DOG/USD,140660,142210,139750,142040,132.2207748,0.00093087
1650520800000,2022-04-21 06:00:00,DOG/USD,140250,142270,139500,142220,98.0379348,0.00068934
1650517200000,2022-04-21 05:00:00,DOG/USD,141620,142920,139500,141830,113.7930456,0.00080232
1650513600000,2022-04-21 04:00:00,DOG/USD,141900,143460,139340,139490,115.888292,0.0008308
1650510000000,2022-04-21 03:00:00,DOG/USD,143700,143790,137560,143520,119.1459984,0.00083017
1650506400000,2022-04-21 02:00:00,DOG/USD,144210,144430,135670,142150,125.23699299999998,0.0008810199999999999
1650502800000,2022-04-21 01:00:00,DOG/USD,144200,144480,135560,142460,112.835443,0.00079205
1650499200000,2022-04-21 00:00:00,DOG/USD,141810,144370,136250,142620,100.2090906,0.00070263
1650495600000,2022-04-20 23:00:00,DOG/USD,144060,144120,136200,136240,107.0860024,0.00078601
1650492000000,2022-04-20 22:00:00,DOG/USD,142990,144830,136170,142700,116.941223,0.00081949
1650488400000,2022-04-20 21:00:00,DOG/USD,142460,144740,135540,144740,119.12391480000001,0.00082302
1650484800000,2022-04-20 20:00:00,DOG/USD,140840,142550,135230,142540,115.17659619999999,0.00080803
1650481200000,2022-04-20 19:00:00,DOG/USD,140840,142810,132900,140850,1510.6711814999999,0.01072539
1650477600000,2022-04-20 18:00:00,DOG/USD,142540,144020,138680,142080,112.77884159999999,0.00079377
1650474000000,2022-04-20 17:00:00,DOG/USD,143310,144700,136380,138670,103.5670762,0.00074686
1650470400000,2022-04-20 16:00:00,DOG/USD,142430,145160,137690,145160,115.1452668,0.00079323
