https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume USD,Volume ETH
1653883200000,2022-05-30 04:00:00,ETH/USD,1881.23213257,1886.2,1870.7,1876.02870144,3035207.4861744614,1617.88968572
1653879600000,2022-05-30 03:00:00,ETH/USD,1876.3,1896.7,1872.2,1881.2,13754410.515985772,7311.50888581
1653876000000,2022-05-30 02:00:00,ETH/USD,1847.1,1885.7,1845.7,1876.1,5101429.882088573,2719.16735893
1653872400000,2022-05-30 01:00:00,ETH/USD,1806.16220045,1848.4,1806.0,1847.2,4771007.9511116715,2582.83236851
1653868800000,2022-05-30 00:00:00,ETH/USD,1814.1,1815.2,1804.5,1806.1,2052449.094395388,1136.39836908
1653865200000,2022-05-29 23:00:00,ETH/USD,1811.5,1818.3,1809.7,1814.0,1514213.21881562,834.73716583
1653861600000,2022-05-29 22:00:00,ETH/USD,1805.0,1827.42527298,1796.4,1811.6,5846806.504793407,3227.42686288
1653858000000,2022-05-29 21:00:00,ETH/USD,1798.4,1807.8,1795.5,1805.0,1654514.6701285501,916.62862611
1653854400000,2022-05-29 20:00:00,ETH/USD,1789.9,1800.0,1787.9,1798.4,3917392.767170176,2178.26555114
1653850800000,2022-05-29 19:00:00,ETH/USD,1796.1,1798.7,1785.8,1790.0,3872734.4146427,2163.53877913
1653847200000,2022-05-29 18:00:00,ETH/USD,1799.8,1805.3,1794.4,1796.7,2540383.205169618,1413.91618254
1653843600000,2022-05-29 17:00:00,ETH/USD,1805.14328962,1811.90653834,1797.0,1800.20504452,2388560.456208285,1326.82688757
1653840000000,2022-05-29 16:00:00,ETH/USD,1798.3,1811.7,1798.3,1805.0,2274615.3833541,1260.1747276199999
1653836400000,2022-05-29 15:00:00,ETH/USD,1806.8,1806.8,1793.9,1797.7,4267688.350688896,2373.97138048
1653832800000,2022-05-29 14:00:00,ETH/USD,1810.8,1814.4,1804.6,1806.9,2196379.350023508,1215.55113732
1653829200000,2022-05-29 13:00:00,ETH/USD,1815.4,1828.3,1809.8,1810.7,4951514.665971147,2734.58588721
1653825600000,2022-05-29 12:00:00,ETH/USD,1803.45354154,1825.9,1800.6,1815.4,8089573.355538659,4456.08315277
1653822000000,2022-05-29 11:00:00,ETH/USD,1798.6,1805.5,1793.4,1803.9,3027853.144333626,1678.50387734
1653818400000,2022-05-29 10:00:00,ETH/USD,1781.18674025,1801.6,1780.4,1797.2,6239244.94289292,3471.6475311
1653814800000,2022-05-29 09:00:00,ETH/USD,1787.1,1789.5,1775.4,1781.09618306,3020104.1560625797,1695.6434946
1653811200000,2022-05-29 08:00:00,ETH/USD,1785.8,1798.65398366,1782.0,1787.0,2817828.13534991,1576.84842493
1653807600000,2022-05-29 07:00:00,ETH/USD,1785.0,1788.5,1780.6,1784.5,1555790.028411705,871.83526389
1653804000000,2022-05-29 06:00:00,ETH/USD,1786.7,1791.7,1779.9,1785.1,1515791.968092778,849.13560478
1653800400000,2022-05-29 05:00:00,ETH/USD,1777.0,1786.7,1775.3,1786.6,2404445.685356796,1345.82205606
1653796800000,2022-05-29 04:00:00,ETH/USD,1778.3,1781.3,1770.9,1776.9,2021910.5142448682,1137.88649572
1653793200000,2022-05-29 03:00:00,ETH/USD,1770.4,1780.2,1766.9,1778.0,2409525.99127366,1355.18897147
1653789600000,2022-05-29 02:00:00,ETH/USD,1777.8,1778.6,1763.6,1770.4,6087553.3778073285,3438.51862732
1653786000000,2022-05-29 01:00:00,ETH/USD,1790.42764662,1790.6,1773.8,1778.0,5740061.578108899,3228.38109005
1653782400000,2022-05-29 00:00:00,ETH/USD,1793.3,1796.76563303,1787.4,1790.5,1343303.38887068,750.2392565600001
1653778800000,2022-05-28 23:00:00,ETH/USD,1785.5,1806.10946801,1784.9,1793.2,1432000.766729448,798.57281214
1653775200000,2022-05-28 22:00:00,ETH/USD,1785.0,1789.4,1779.3,1785.5,640848.15206386,358.91803532
1653771600000,2022-05-28 21:00:00,ETH/USD,1794.0,1800.3,1784.4,1784.5,1705883.60845178,955.94486324
1653768000000,2022-05-28 20:00:00,ETH/USD,1793.0,1794.7,1785.927075,1794.46895893,897719.6035068459,500.27034407
1653764400000,2022-05-28 19:00:00,ETH/USD,1790.4,1800.0,1782.0,1793.1,1070501.588628795,597.01164945
1653760800000,2022-05-28 18:00:00,ETH/USD,1777.2,1791.1,1777.2,1791.1,1171276.4392433849,653.94251535
1653757200000,2022-05-28 17:00:00,ETH/USD,1774.7,1791.5,1759.5,1777.2,5214705.531391068,2934.22548469
1653753600000,2022-05-28 16:00:00,ETH/USD,1795.6,1799.0,1773.8,1775.4,2563262.9781971523,1443.76646288
1653750000000,2022-05-28 15:00:00,ETH/USD,1781.20353621,1809.5,1779.0,1795.7,2502447.555960263,1393.57774459
1653746400000,2022-05-28 14:00:00,ETH/USD,1789.8,1792.6,1778.1,1781.1,1343649.128039946,754.39286286
1653742800000,2022-05-28 13:00:00,ETH/USD,1788.8,1801.8,1783.1,1789.7,2326677.400871571,1300.03766043
1653739200000,2022-05-28 12:00:00,ETH/USD,1773.1,1794.29379485,1770.0,1787.6,1737380.126649512,971.90653762
1653735600000,2022-05-28 11:00:00,ETH/USD,1762.2,1789.0,1759.4,1773.7,2041692.224196271,1151.09219383
1653732000000,2022-05-28 10:00:00,ETH/USD,1757.1,1764.4,1752.2,1761.2,703903.662428708,399.67275859
1653728400000,2022-05-28 09:00:00,ETH/USD,1761.1,1766.5,1752.6,1758.8,791742.6064111439,450.16068137999997
1653724800000,2022-05-28 08:00:00,ETH/USD,1766.5206252,1771.7,1750.0,1760.9,1553914.8113811412,882.45488749
1653721200000,2022-05-28 07:00:00,ETH/USD,1766.68493677,1769.3,1759.2,1766.1,1033369.094061864,585.11358024
1653717600000,2022-05-28 06:00:00,ETH/USD,1771.8,1775.4,1766.1,1767.0,1000068.39955695,565.96966585
1653714000000,2022-05-28 05:00:00,ETH/USD,1762.9,1783.9,1755.4,1772.1,3323279.028504006,1875.33380086
1653710400000,2022-05-28 04:00:00,ETH/USD,1765.6,1768.2,1755.0,1762.6,1320696.4346673859,749.28879761
1653706800000,2022-05-28 03:00:00,ETH/USD,1730.6,1767.0,1723.2,1765.7,4400114.34146041,2491.99430337
1653703200000,2022-05-28 02:00:00,ETH/USD,1730.9,1742.43706288,1723.3,1730.7,1732306.022189235,1000.92796105
1653699600000,2022-05-28 01:00:00,ETH/USD,1747.9,1752.0,1726.1,1730.0,2515469.7976694,1454.02878478
1653696000000,2022-05-28 00:00:00,ETH/USD,1727.68347215,1749.0,1722.33314534,1748.3,1942809.726904213,1111.25649311
1653692400000,2022-05-27 23:00:00,ETH/USD,1742.2,1745.0,1703.0,1727.3,4314052.440976526,2497.56987262
1653688800000,2022-05-27 22:00:00,ETH/USD,1734.03032106,1755.61532535,1726.3,1742.55640066,2811864.1702258447,1613.64313325
1653685200000,2022-05-27 21:00:00,ETH/USD,1745.47165432,1752.0,1730.9,1734.5,2466449.268882615,1421.99438967
1653681600000,2022-05-27 20:00:00,ETH/USD,1752.1,1772.7,1743.6,1745.5,4913656.1784102945,2815.04221049
1653678000000,2022-05-27 19:00:00,ETH/USD,1728.2,1769.0,1720.9,1753.2,4887595.071619344,2787.81375292
1653674400000,2022-05-27 18:00:00,ETH/USD,1730.6,1735.3,1714.3,1728.3,5586036.881875275,3232.09910425
1653670800000,2022-05-27 17:00:00,ETH/USD,1745.28955826,1758.4,1721.97053851,1730.1,12003250.348950304,6937.89396506
1653667200000,2022-05-27 16:00:00,ETH/USD,1763.8,1774.0,1738.0,1745.32645239,12827333.24838846,7349.53236446
1653663600000,2022-05-27 15:00:00,ETH/USD,1769.48417766,1779.2,1756.4,1763.6,4795312.261190504,2719.04755114
1653660000000,2022-05-27 14:00:00,ETH/USD,1816.4,1818.0,1763.7,1769.4,4358555.408412774,2463.29569821
1653656400000,2022-05-27 13:00:00,ETH/USD,1812.7,1821.2,1795.0,1815.8,4441871.477106881,2446.23387879
1653652800000,2022-05-27 12:00:00,ETH/USD,1772.29151643,1822.8,1763.6,1813.7,8675537.64788048,4783.33663113
1653649200000,2022-05-27 11:00:00,ETH/USD,1759.0,1788.7,1756.3,1772.3,3847965.3593629417,2171.17043354
1653645600000,2022-05-27 10:00:00,ETH/USD,1785.4,1787.5,1758.0,1759.0,3084558.73932161,1753.58654879
1653642000000,2022-05-27 09:00:00,ETH/USD,1766.1,1786.8,1762.6,1785.4366444,2360113.0191945173,1321.86881377
1653638400000,2022-05-27 08:00:00,ETH/USD,1764.4,1788.8,1751.2,1765.7,4530785.460560154,2565.99958122
1653634800000,2022-05-27 07:00:00,ETH/USD,1772.3,1798.4,1764.0,1764.8,4349014.93850528,2464.3103686
1653631200000,2022-05-27 06:00:00,ETH/USD,1735.28937611,1777.0,1722.4,1772.0,5329229.74124396,3007.46599393
1653627600000,2022-05-27 05:00:00,ETH/USD,1744.5,1759.1,1712.3,1735.28937611,2357157.6419014335,1358.36574254
1653624000000,2022-05-27 04:00:00,ETH/USD,1768.1,1777.4,1741.67421295,1744.49367633,968943.5933820354,555.42969661
1653620400000,2022-05-27 03:00:00,ETH/USD,1752.7,1780.80457733,1751.9,1768.6,3110831.1925267056,1758.92298571
1653616800000,2022-05-27 02:00:00,ETH/USD,1742.70857663,1767.4,1728.1,1753.4,2852326.5421216064,1626.74035709
1653613200000,2022-05-27 01:00:00,ETH/USD,1773.4,1779.5,1736.57341581,1742.5,2834936.001485025,1626.93601233
1653609600000,2022-05-27 00:00:00,ETH/USD,1791.8,1808.38387634,1771.1,1773.4,2592785.986183642,1462.04239663
1653606000000,2022-05-26 23:00:00,ETH/USD,1820.0,1828.28694663,1788.7,1792.4,2827411.9961228124,1577.44476463
1653602400000,2022-05-26 22:00:00,ETH/USD,1833.55690294,1845.0,1818.2,1819.7,1313770.3823672112,721.97086463
1653598800000,2022-05-26 21:00:00,ETH/USD,1827.5,1846.7,1826.77756909,1833.6,2760211.1661695037,1505.35076689
1653595200000,2022-05-26 20:00:00,ETH/USD,1826.4,1836.6,1812.1,1827.33968697,1565362.4543476873,856.63462875
1653591600000,2022-05-26 19:00:00,ETH/USD,1861.5,1862.41906633,1825.97132409,1826.5,1731891.3398709649,948.20221181
1653588000000,2022-05-26 18:00:00,ETH/USD,1875.99207568,1876.54210477,1856.5,1861.4,1181725.524823708,634.85845322
1653584400000,2022-05-26 17:00:00,ETH/USD,1883.2,1887.0,1867.7,1876.8,900446.688790464,479.77764748
1653580800000,2022-05-26 16:00:00,ETH/USD,1861.69585439,1907.3953584,1860.30204847,1883.1,7595887.5247801645,4033.71436715
1653577200000,2022-05-26 15:00:00,ETH/USD,1852.37544446,1874.8,1848.0,1861.4,4050408.9490570026,2176.00136943
1653573600000,2022-05-26 14:00:00,ETH/USD,1809.1,1857.7812068,1809.1,1852.054149,6297395.141700462,3400.22193471
1653570000000,2022-05-26 13:00:00,ETH/USD,1810.22304037,1819.1,1733.0,1808.9,17762520.66920969,9819.5149921
