Datetime,Exchange,Symbol_Pair,Open,High,Low,Close,Volume_USD,Volume_in_DOGE
2022-04-22 14:00:00,Bitfinex,DOG/USD,135180.0,138280.0,135180.0,135400.0,108.09659,0.00079835
2022-04-22 13:00:00,Bitfinex,DOG/USD,137610.0,139340.0,134500.0,135170.0,115.6595622,0.00085566
2022-04-22 12:00:00,Bitfinex,DOG/USD,137870.0,137870.0,134530.0,137620.0,113.4525518,0.00082439
2022-04-22 11:00:00,Bitfinex,DOG/USD,135770.0,137980.0,134510.0,137880.0,97.1350812,0.00070449
2022-04-22 10:00:00,Bitfinex,DOG/USD,135170.0,138990.0,135170.0,137750.0,110.39836,0.00080144
2022-04-22 09:00:00,Bitfinex,DOG/USD,139510.0,139690.0,134940.0,136590.0,123.8242986,0.00090654
2022-04-22 08:00:00,Bitfinex,DOG/USD,138770.0,140380.0,134860.0,138120.0,115.5000876,0.00083623
2022-04-22 07:00:00,Bitfinex,DOG/USD,138550.0,140420.0,134820.0,140420.0,107.2584128,0.00076384
2022-04-22 06:00:00,Bitfinex,DOG/USD,138150.0,140050.0,132920.0,140050.0,108.675999,0.00077598
2022-04-22 05:00:00,Bitfinex,DOG/USD,138040.0,139830.0,134620.0,139640.0,120.9785104,0.00086636
2022-04-22 04:00:00,Bitfinex,DOG/USD,137890.0,139640.0,132790.0,134430.0,110.9665878,0.00082546
2022-04-22 03:00:00,Bitfinex,DOG/USD,139070.0,139070.0,135440.0,135500.0,107.455565,0.00079303
2022-04-22 02:00:00,Bitfinex,DOG/USD,137670.0,139400.0,135370.0,137630.0,113.9603926,0.00082802
2022-04-22 01:00:00,Bitfinex,DOG/USD,137540.0,139120.0,135220.0,135360.0,96.9407712,0.00071617
2022-04-22 00:00:00,Bitfinex,DOG/USD,138940.0,139340.0,133500.0,139220.0,121.8175,0.000875
2022-04-21 23:00:00,Bitfinex,DOG/USD,134370.0,139210.0,132770.0,133310.0,107.6398264,0.00080744
2022-04-21 22:00:00,Bitfinex,DOG/USD,137730.0,138790.0,133490.0,137040.0,112.1905368,0.00081867
2022-04-21 21:00:00,Bitfinex,DOG/USD,138960.0,138960.0,134710.0,134720.0,94.4494976,0.00070108
2022-04-21 20:00:00,Bitfinex,DOG/USD,136770.0,140280.0,133990.0,137630.0,168.0434774,0.00122098
2022-04-21 19:00:00,Bitfinex,DOG/USD,139780.0,140720.0,136690.0,139090.0,114.1275177,0.00082053
2022-04-21 18:00:00,Bitfinex,DOG/USD,139350.0,141350.0,135480.0,139860.0,115.6963878,0.00082723
2022-04-21 17:00:00,Bitfinex,DOG/USD,139190.0,141900.0,139190.0,139350.0,92.6942265,0.00066519
2022-04-21 16:00:00,Bitfinex,DOG/USD,141730.0,143140.0,138440.0,139180.0,120.453331,0.00086545
2022-04-21 15:00:00,Bitfinex,DOG/USD,141380.0,143770.0,135010.0,137930.0,106.6654069,0.00077333
2022-04-21 14:00:00,Bitfinex,DOG/USD,142720.0,142720.0,137790.0,141390.0,117.339561,0.0008299
2022-04-21 13:00:00,Bitfinex,DOG/USD,140580.0,143800.0,136890.0,142730.0,121.9313844,0.00085428
2022-04-21 12:00:00,Bitfinex,DOG/USD,140310.0,143800.0,140310.0,142880.0,106.9013872,0.00074819
2022-04-21 11:00:00,Bitfinex,DOG/USD,139830.0,143800.0,139100.0,142150.0,103.809302,0.00073028
2022-04-21 10:00:00,Bitfinex,DOG/USD,141040.0,143470.0,137650.0,142140.0,113.4788904,0.00079836
2022-04-21 09:00:00,Bitfinex,DOG/USD,139860.0,142290.0,137190.0,141070.0,119.4326834,0.00084662
2022-04-21 08:00:00,Bitfinex,DOG/USD,141900.0,142030.0,139820.0,141590.0,106.0891393,0.00074927
2022-04-21 07:00:00,Bitfinex,DOG/USD,140660.0,142210.0,139750.0,142040.0,132.2207748,0.00093087
2022-04-21 06:00:00,Bitfinex,DOG/USD,140250.0,142270.0,139500.0,142220.0,98.0379348,0.00068934
2022-04-21 05:00:00,Bitfinex,DOG/USD,141620.0,142920.0,139500.0,141830.0,113.7930456,0.00080232
2022-04-21 04:00:00,Bitfinex,DOG/USD,141900.0,143460.0,139340.0,139490.0,115.888292,0.0008308
2022-04-21 03:00:00,Bitfinex,DOG/USD,143700.0,143790.0,137560.0,143520.0,119.1459984,0.00083017
2022-04-21 02:00:00,Bitfinex,DOG/USD,144210.0,144430.0,135670.0,142150.0,125.23699299999998,0.0008810199999999
2022-04-21 01:00:00,Bitfinex,DOG/USD,144200.0,144480.0,135560.0,142460.0,112.835443,0.00079205
2022-04-21 00:00:00,Bitfinex,DOG/USD,141810.0,144370.0,136250.0,142620.0,100.2090906,0.00070263
2022-04-20 23:00:00,Bitfinex,DOG/USD,144060.0,144120.0,136200.0,136240.0,107.0860024,0.00078601
2022-04-20 22:00:00,Bitfinex,DOG/USD,142990.0,144830.0,136170.0,142700.0,116.941223,0.00081949
2022-04-20 21:00:00,Bitfinex,DOG/USD,142460.0,144740.0,135540.0,144740.0,119.1239148,0.00082302
2022-04-20 20:00:00,Bitfinex,DOG/USD,140840.0,142550.0,135230.0,142540.0,115.1765962,0.00080803
2022-04-20 19:00:00,Bitfinex,DOG/USD,140840.0,142810.0,132900.0,140850.0,1510.6711815,0.01072539
2022-04-20 18:00:00,Bitfinex,DOG/USD,142540.0,144020.0,138680.0,142080.0,112.7788416,0.00079377
2022-04-20 17:00:00,Bitfinex,DOG/USD,143310.0,144700.0,136380.0,138670.0,103.5670762,0.00074686
2022-04-20 16:00:00,Bitfinex,DOG/USD,142430.0,145160.0,137690.0,145160.0,115.1452668,0.00079323
2022-04-20 15:00:00,Bitfinex,DOG/USD,143410.0,144310.0,137620.0,144220.0,117.5075716,0.00081478
2022-04-20 14:00:00,Bitfinex,DOG/USD,143690.0,145470.0,137570.0,145030.0,116.7607524,0.00080508
2022-04-20 13:00:00,Bitfinex,DOG/USD,146240.0,149050.0,137470.0,145230.0,122.8195587,0.00084569
2022-04-20 12:00:00,Bitfinex,DOG/USD,148610.0,148690.0,137370.0,147990.0,118.2810075,0.00079925
2022-04-20 11:00:00,Bitfinex,DOG/USD,148550.0,148890.0,137260.0,146990.0,119.0751291,0.00081009
2022-04-20 10:00:00,Bitfinex,DOG/USD,145580.0,148490.0,136220.0,146990.0,119.4764118,0.00081282
2022-04-20 09:00:00,Bitfinex,DOG/USD,147380.0,147680.0,137210.0,145820.0,113.3940066,0.00077763
2022-04-20 08:00:00,Bitfinex,DOG/USD,145810.0,147380.0,137190.0,146170.0,124.7180908,0.00085324
2022-04-20 07:00:00,Bitfinex,DOG/USD,146320.0,147540.0,137270.0,145950.0,117.7743525,0.00080695
2022-04-20 06:00:00,Bitfinex,DOG/USD,147210.0,147250.0,138320.0,138550.0,112.6896425,0.00081335
2022-04-20 05:00:00,Bitfinex,DOG/USD,146820.0,147210.0,136000.0,146970.0,115.2039042,0.00078386
2022-04-20 04:00:00,Bitfinex,DOG/USD,144220.0,146800.0,134850.0,146020.0,117.3183088,0.00080344
2022-04-20 03:00:00,Bitfinex,DOG/USD,144130.0,146120.0,135550.0,145670.0,105.0659442,0.00072126
2022-04-20 02:00:00,Bitfinex,DOG/USD,142900.0,144310.0,134550.0,135530.0,112.3259087,0.00082879
2022-04-20 01:00:00,Bitfinex,DOG/USD,142690.0,144470.0,134020.0,134370.0,105.3931095,0.00078435
2022-04-20 00:00:00,Bitfinex,DOG/USD,143630.0,145470.0,135440.0,135650.0,127.114902,0.00093708
2022-04-19 23:00:00,Bitfinex,DOG/USD,142730.0,145740.0,134980.0,135430.0,121.5660309,0.00089763
2022-04-19 22:00:00,Bitfinex,DOG/USD,143080.0,145330.0,133830.0,134950.0,134.40075349999998,0.00099593
2022-04-19 21:00:00,Bitfinex,DOG/USD,142920.0,144900.0,135530.0,143090.0,129.6724507,0.00090623
2022-04-19 20:00:00,Bitfinex,DOG/USD,143280.0,144760.0,134550.0,144560.0,107.3011056,0.00074226
2022-04-19 19:00:00,Bitfinex,DOG/USD,143430.0,145430.0,137190.0,145140.0,118.3021626,0.00081509
2022-04-19 18:00:00,Bitfinex,DOG/USD,143480.0,145420.0,136940.0,144990.0,114.8161311,0.00079189
2022-04-19 17:00:00,Bitfinex,DOG/USD,143380.0,145150.0,136820.0,143450.0,117.861389,0.00082162
2022-04-19 16:00:00,Bitfinex,DOG/USD,144180.0,146630.0,136110.0,136810.0,112.1130588,0.00081948
2022-04-19 15:00:00,Bitfinex,DOG/USD,143490.0,145580.0,138720.0,144060.0,107.2296204,0.00074434
2022-04-19 14:00:00,Bitfinex,DOG/USD,143590.0,143610.0,138700.0,138710.0,97.360549,0.0007019
2022-04-19 13:00:00,Bitfinex,DOG/USD,141360.0,143580.0,139380.0,143030.0,97.389127,0.0006809
2022-04-19 11:00:00,Bitfinex,DOG/USD,141430.0,142070.0,139470.0,139500.0,49.39416,0.00035408
2022-04-19 10:00:00,Bitfinex,DOG/USD,142200.0,142200.0,139250.0,139460.0,122.2701604,0.00087674
2022-04-19 09:00:00,Bitfinex,DOG/USD,140980.0,142550.0,139160.0,139240.0,104.1055708,0.00074767
2022-04-19 08:00:00,Bitfinex,DOG/USD,140650.0,142770.0,139020.0,142450.0,107.615277,0.00075546
2022-04-19 07:00:00,Bitfinex,DOG/USD,140870.0,142490.0,138790.0,141740.0,123.7872116,0.00087334
2022-04-19 06:00:00,Bitfinex,DOG/USD,141050.0,142800.0,138600.0,138780.0,125.915094,0.0009073
2022-04-19 05:00:00,Bitfinex,DOG/USD,141410.0,142950.0,137160.0,142830.0,99.4996629,0.00069663
2022-04-19 04:00:00,Bitfinex,DOG/USD,140880.0,143160.0,134810.0,137060.0,119.7685104,0.00087384
2022-04-19 03:00:00,Bitfinex,DOG/USD,142300.0,142950.0,137540.0,137580.0,118.52517,0.0008615
2022-04-19 02:00:00,Bitfinex,DOG/USD,137890.0,142500.0,137500.0,140620.0,126.90955,0.0009025
2022-04-19 01:00:00,Bitfinex,DOG/USD,141860.0,142760.0,134870.0,141060.0,105.8415498,0.00075033
2022-04-19 00:00:00,Bitfinex,DOG/USD,141420.0,143590.0,137600.0,141870.0,135.7100046,0.00095658
2022-04-18 23:00:00,Bitfinex,DOG/USD,140710.0,142770.0,134080.0,141400.0,127.052142,0.00089853
2022-04-18 22:00:00,Bitfinex,DOG/USD,141800.0,142620.0,135120.0,135150.0,130.271085,0.0009639
2022-04-18 21:00:00,Bitfinex,DOG/USD,140190.0,142660.0,134860.0,141060.0,113.1978288,0.00080248
2022-04-18 20:00:00,Bitfinex,DOG/USD,140660.0,141190.0,133870.0,140000.0,132.9202,0.00094943
2022-04-18 19:00:00,Bitfinex,DOG/USD,139700.0,141210.0,135230.0,139330.0,118.9933932,0.00085404
2022-04-18 18:00:00,Bitfinex,DOG/USD,137130.0,141910.0,134730.0,141250.0,132.1125375,0.00093531
2022-04-18 17:00:00,Bitfinex,DOG/USD,136650.0,137300.0,134180.0,137140.0,121.8735752,0.00088868
2022-04-18 16:00:00,Bitfinex,DOG/USD,138550.0,138550.0,132810.0,134170.0,156.2919496,0.00116488
2022-04-18 15:00:00,Bitfinex,DOG/USD,135740.0,139400.0,135550.0,136910.0,110.4521425,0.00080675
2022-04-18 14:00:00,Bitfinex,DOG/USD,137280.0,138520.0,135530.0,135730.0,109.7146309,0.00080833
2022-04-18 13:00:00,Bitfinex,DOG/USD,137770.0,139040.0,134940.0,135520.0,95.57548,0.00070525
2022-04-18 12:00:00,Bitfinex,DOG/USD,134590.0,138070.0,134590.0,138070.0,124.2961368,0.00090024
2022-04-18 11:00:00,Bitfinex,DOG/USD,136410.0,138370.0,133780.0,136220.0,132.3336434,0.00097147
2022-04-18 10:00:00,Bitfinex,DOG/USD,135590.0,137840.0,133210.0,133840.0,109.6832184,0.00081951
2022-04-18 09:00:00,Bitfinex,DOG/USD,133300.0,135850.0,132930.0,132930.0,122.0390451,0.00091807
2022-04-18 08:00:00,Bitfinex,DOG/USD,135970.0,137900.0,133290.0,133290.0,106.9505631,0.00080239
2022-04-18 07:00:00,Bitfinex,DOG/USD,135630.0,136310.0,133280.0,135850.0,92.4798875,0.00068075
2022-04-18 06:00:00,Bitfinex,DOG/USD,135760.0,135760.0,132960.0,135640.0,79.79023000000001,0.00058825
2022-04-18 05:00:00,Bitfinex,DOG/USD,135630.0,136370.0,132690.0,135770.0,114.0766694,0.00084022
2022-04-18 04:00:00,Bitfinex,DOG/USD,141100.0,142080.0,133090.0,133090.0,219.9325559,0.00165251
2022-04-18 03:00:00,Bitfinex,DOG/USD,142930.0,142930.0,134320.0,141110.0,121.0935465,0.00085815
2022-04-18 02:00:00,Bitfinex,DOG/USD,141360.0,142950.0,132810.0,141380.0,134.8397612,0.00095374
2022-04-18 01:00:00,Bitfinex,DOG/USD,140770.0,142740.0,132880.0,141460.0,123.8298402,0.00087537
2022-04-18 00:00:00,Bitfinex,DOG/USD,140410.0,142010.0,133980.0,133980.0,107.2483104,0.00080048
2022-04-17 23:00:00,Bitfinex,DOG/USD,143040.0,143670.0,137230.0,140300.0,215.141632,0.00153344
2022-04-17 22:00:00,Bitfinex,DOG/USD,144180.0,144330.0,139790.0,144310.0,129.76210890000002,0.00089919
2022-04-17 21:00:00,Bitfinex,DOG/USD,142960.0,144320.0,139170.0,144210.0,117.3811716,0.00081396
2022-04-17 20:00:00,Bitfinex,DOG/USD,142890.0,143080.0,139530.0,139610.0,120.3005409,0.00086169
2022-04-17 19:00:00,Bitfinex,DOG/USD,140220.0,144320.0,137400.0,142900.0,128.93867,0.0009023
2022-04-17 18:00:00,Bitfinex,DOG/USD,141250.0,144300.0,137250.0,142920.0,112.599522,0.00078785
2022-04-17 17:00:00,Bitfinex,DOG/USD,144160.0,145480.0,141250.0,141250.0,153.541575,0.00108702
2022-04-17 16:00:00,Bitfinex,DOG/USD,145330.0,145790.0,142590.0,142970.0,113.6911737,0.00079521
2022-04-17 15:00:00,Bitfinex,DOG/USD,145250.0,145780.0,141280.0,142580.0,120.1350564,0.00084258
2022-04-17 14:00:00,Bitfinex,DOG/USD,144320.0,145770.0,141260.0,141270.0,125.9930622,0.00089186
2022-04-17 13:00:00,Bitfinex,DOG/USD,144810.0,144820.0,142180.0,142390.0,108.686287,0.0007633
2022-04-17 12:00:00,Bitfinex,DOG/USD,145010.0,145020.0,141680.0,144830.0,137.631949,0.0009503
2022-04-17 11:00:00,Bitfinex,DOG/USD,145110.0,145160.0,142710.0,142710.0,116.993658,0.0008198
2022-04-17 10:00:00,Bitfinex,DOG/USD,144880.0,146440.0,143130.0,145060.0,124.7864144,0.00086024
2022-04-17 09:00:00,Bitfinex,DOG/USD,144960.0,145650.0,142940.0,144880.0,109.413376,0.0007552
2022-04-17 08:00:00,Bitfinex,DOG/USD,145120.0,145230.0,142510.0,144970.0,129.1291281,0.00089073
2022-04-17 07:00:00,Bitfinex,DOG/USD,145080.0,145120.0,142230.0,145120.0,118.287312,0.0008151
2022-04-17 06:00:00,Bitfinex,DOG/USD,145320.0,145320.0,142530.0,145090.0,120.0489169,0.00082741
2022-04-17 05:00:00,Bitfinex,DOG/USD,144310.0,145440.0,141370.0,145320.0,114.8289576,0.00079018
2022-04-17 04:00:00,Bitfinex,DOG/USD,143220.0,145450.0,141370.0,144330.0,116.6070936,0.00080792
2022-04-17 03:00:00,Bitfinex,DOG/USD,143180.0,145480.0,143180.0,144200.0,59.71322,0.0004141
2022-04-17 02:00:00,Bitfinex,DOG/USD,144900.0,145670.0,143060.0,143170.0,116.82672,0.000816
2022-04-17 01:00:00,Bitfinex,DOG/USD,144550.0,145820.0,142740.0,145680.0,118.3897656,0.00081267
2022-04-17 00:00:00,Bitfinex,DOG/USD,144730.0,146210.0,142710.0,144570.0,91.0125978,0.00062954
2022-04-16 23:00:00,Bitfinex,DOG/USD,144780.0,146530.0,142000.0,146220.0,114.56337,0.0007835
2022-04-16 22:00:00,Bitfinex,DOG/USD,144930.0,147150.0,142000.0,144890.0,78.35651200000001,0.0005408
2022-04-16 21:00:00,Bitfinex,DOG/USD,144830.0,144950.0,141160.0,144950.0,121.5420245,0.00083851
2022-04-16 20:00:00,Bitfinex,DOG/USD,140900.0,145180.0,140900.0,140950.0,119.31840350000002,0.00084653
2022-04-16 19:00:00,Bitfinex,DOG/USD,143300.0,144400.0,140620.0,143580.0,115.5187248,0.00080456
2022-04-16 18:00:00,Bitfinex,DOG/USD,143340.0,145050.0,140610.0,142900.0,122.939728,0.00086032
2022-04-16 17:00:00,Bitfinex,DOG/USD,142970.0,145080.0,140550.0,145080.0,121.1838732,0.00083529
2022-04-16 16:00:00,Bitfinex,DOG/USD,142610.0,143490.0,139860.0,142970.0,104.8284634,0.00073322
2022-04-16 15:00:00,Bitfinex,DOG/USD,145480.0,145480.0,136380.0,139070.0,582.3305924000001,0.00418732
2022-04-16 14:00:00,Bitfinex,DOG/USD,146730.0,146980.0,140370.0,142710.0,125.6518737,0.00088047
2022-04-16 13:00:00,Bitfinex,DOG/USD,145710.0,147130.0,144670.0,145090.0,73.4692233,0.00050637
2022-04-16 12:00:00,Bitfinex,DOG/USD,145340.0,147180.0,144600.0,147130.0,111.4421472,0.00075744
2022-04-16 11:00:00,Bitfinex,DOG/USD,145990.0,147750.0,144400.0,144590.0,118.9411799,0.00082261
2022-04-16 10:00:00,Bitfinex,DOG/USD,146130.0,147960.0,144250.0,144350.0,109.8691155,0.00076113
2022-04-16 09:00:00,Bitfinex,DOG/USD,145610.0,147960.0,144200.0,147170.0,59.6141519,0.00040507
2022-04-16 08:00:00,Bitfinex,DOG/USD,146420.0,148160.0,143710.0,145610.0,109.2613757,0.00075037
2022-04-16 07:00:00,Bitfinex,DOG/USD,146490.0,148340.0,143880.0,143920.0,103.816692,0.0007213499999999
2022-04-16 06:00:00,Bitfinex,DOG/USD,147120.0,148760.0,143750.0,146490.0,134.5408107,0.00091843
2022-04-16 05:00:00,Bitfinex,DOG/USD,146440.0,148900.0,146440.0,146550.0,95.204742,0.0006496399999999
2022-04-16 04:00:00,Bitfinex,DOG/USD,149810.0,149830.0,146360.0,147820.0,121.1872706,0.00081983
2022-04-16 03:00:00,Bitfinex,DOG/USD,146310.0,149920.0,146310.0,147990.0,112.0698672,0.00075728
2022-04-16 02:00:00,Bitfinex,DOG/USD,148170.0,149780.0,145620.0,148640.0,107.1426848,0.00072082
2022-04-16 01:00:00,Bitfinex,DOG/USD,147960.0,147960.0,144970.0,145400.0,122.352646,0.00084149
2022-04-16 00:00:00,Bitfinex,DOG/USD,146960.0,148620.0,145060.0,147970.0,112.6599189,0.00076137
2022-04-15 23:00:00,Bitfinex,DOG/USD,147250.0,148630.0,144490.0,145050.0,117.0364935,0.00080687
2022-04-15 22:00:00,Bitfinex,DOG/USD,144190.0,148490.0,144020.0,144990.0,111.6060525,0.00076975
2022-04-15 21:00:00,Bitfinex,DOG/USD,146700.0,147020.0,143840.0,146870.0,116.9848924,0.00079652
2022-04-15 20:00:00,Bitfinex,DOG/USD,147580.0,147580.0,141460.0,146710.0,142.0240826,0.00096806
2022-04-15 19:00:00,Bitfinex,DOG/USD,144670.0,147590.0,141950.0,146650.0,126.9739695,0.00086583
2022-04-15 18:00:00,Bitfinex,DOG/USD,147290.0,148260.0,144480.0,144690.0,122.1574263,0.00084427
2022-04-15 17:00:00,Bitfinex,DOG/USD,146720.0,148350.0,144550.0,144770.0,119.0342371,0.00082223
2022-04-15 16:00:00,Bitfinex,DOG/USD,147440.0,148390.0,144940.0,145060.0,120.167704,0.0008284
2022-04-15 15:00:00,Bitfinex,DOG/USD,146760.0,147640.0,144650.0,145760.0,115.4098528,0.00079178
2022-04-15 14:00:00,Bitfinex,DOG/USD,145470.0,147500.0,144000.0,147300.0,172.50303,0.0011711
2022-04-15 13:00:00,Bitfinex,DOG/USD,148840.0,149560.0,145390.0,145460.0,129.233937,0.00088845
2022-04-15 12:00:00,Bitfinex,DOG/USD,148820.0,150680.0,143980.0,147140.0,122.6014622,0.00083323
2022-04-15 11:00:00,Bitfinex,DOG/USD,149070.0,150660.0,143780.0,148820.0,109.1252414,0.00073327
2022-04-15 10:00:00,Bitfinex,DOG/USD,148350.0,149070.0,141740.0,149070.0,107.8864311,0.00072373
2022-04-15 09:00:00,Bitfinex,DOG/USD,148720.0,148720.0,143920.0,144720.0,122.3187912,0.00084521
2022-04-15 08:00:00,Bitfinex,DOG/USD,146520.0,148860.0,143360.0,144040.0,115.3933248,0.00080112
2022-04-15 07:00:00,Bitfinex,DOG/USD,145890.0,147540.0,143260.0,146770.0,108.0990404,0.00073652
2022-04-15 06:00:00,Bitfinex,DOG/USD,144160.0,149040.0,141070.0,147630.0,202.1276145,0.00136915
2022-04-15 05:00:00,Bitfinex,DOG/USD,144670.0,148870.0,142670.0,146910.0,119.3100183,0.00081213
2022-04-15 04:00:00,Bitfinex,DOG/USD,144980.0,146660.0,142440.0,146130.0,130.8316503,0.00089531
