iter	RMSE
0	0.1092249354
1	0.1059744175
2	0.1030869452
3	0.1001062638
4	0.09760180118
5	0.09495810996
6	0.09271676076
7	0.09035277303
8	0.08826241919
9	0.08642186737
10	0.0846653743
11	0.08301672631
12	0.08113644545
13	0.07957755962
14	0.0778791623
15	0.07668771826
16	0.07549869358
17	0.07442210046
18	0.07317974986
19	0.0719771178
20	0.07102378652
21	0.0699834014
22	0.06869371444
23	0.06768227019
24	0.06698848671
25	0.06622682592
26	0.06534888339
27	0.06442488868
28	0.06390973149
29	0.06331274654
30	0.06259973567
31	0.0620674527
32	0.06147585584
33	0.06093137983
34	0.060314937
35	0.05958645882
36	0.05910400989
37	0.05850706364
38	0.05806264769
39	0.05766024556
40	0.05715798571
41	0.05642690309
42	0.05611825919
43	0.05574806539
44	0.05539742159
45	0.05499733682
46	0.05467925656
47	0.05428392688
48	0.05390416317
49	0.05360519503
50	0.0532198767
51	0.05291160554
52	0.05258119806
53	0.05222424101
54	0.05189915152
55	0.05151458156
56	0.05113661706
57	0.05073519382
58	0.05044444188
59	0.0501220714
60	0.04977867482
61	0.04945371255
62	0.04910789048
63	0.04880108514
64	0.04858726267
65	0.04828713373
66	0.04805467357
67	0.04788992168
68	0.04753300906
69	0.04733213577
70	0.04700412839
71	0.04670806151
72	0.04623356029
73	0.04595561772
74	0.04573280433
75	0.04546965967
76	0.0451824307
77	0.04498419479
78	0.04472589216
79	0.04439429286
80	0.04415581753
81	0.04393283293
82	0.0436225115
83	0.04332913691
84	0.04308926189
85	0.04292120138
86	0.04272763541
87	0.04249446168
88	0.0423554471
89	0.04215414678
90	0.04197098544
91	0.04177400258
92	0.0415600113
93	0.04140606442
94	0.0412066649
95	0.04102376255
96	0.04079781639
97	0.04061142028
98	0.0404523469
99	0.0402511745
100	0.03998289152
101	0.03980937116
102	0.03965029541
103	0.0394718701
104	0.03920841661
105	0.03907946368
106	0.03887880298
107	0.03867644656
108	0.03854922783
109	0.03838579267
110	0.03819219243
111	0.03799241914
112	0.03782165165
113	0.03768715974
114	0.03753580639
115	0.03738139573
116	0.03726545351
117	0.03707480894
118	0.03692840574
119	0.03679132375
120	0.03662727255
121	0.03645057235
122	0.03632633958
123	0.0361051705
124	0.0359416796
125	0.03580496567
126	0.035638573
127	0.03550159163
128	0.03533687577
129	0.03517619262
130	0.03503709741
131	0.03486911683
132	0.03475389886
133	0.03462690712
134	0.03451263728
135	0.03439976835
136	0.03421095065
137	0.03401515755
138	0.03382943318
139	0.03368454933
140	0.03348007624
141	0.03324754435
142	0.03310753477
143	0.03294064351
144	0.0328124712
145	0.03261864141
146	0.03248331151
147	0.03237863075
148	0.03227820847
149	0.03213885439
150	0.03201463485
151	0.0318545385
152	0.03170943404
153	0.03156486999
154	0.03142875195
155	0.03128040603
156	0.03113228808
157	0.03097511152
158	0.0308542835
159	0.03073631608
160	0.03056857728
161	0.03048620515
162	0.03034463927
163	0.03021521755
164	0.03007921741
165	0.02996629377
166	0.02983844425
167	0.02971062109
168	0.02962475457
169	0.02949419716
170	0.02939498898
171	0.02929919737
172	0.02912583128
173	0.0290048934
174	0.02889366793
175	0.02878602141
176	0.02869861318
177	0.02854093988
178	0.02843512196
179	0.02836824262
180	0.02824486187
181	0.02812709099
182	0.02802936546
183	0.027903315
184	0.02780227322
185	0.02769618115
186	0.02757924873
187	0.02749423111
188	0.02738058808
189	0.02724356191
190	0.02714163979
191	0.02704249095
192	0.02689043457
193	0.02680686948
194	0.02671884626
195	0.02658399813
196	0.02651541998
197	0.02635633996
198	0.02622769319
199	0.02609564319
200	0.0259855525
201	0.02590752768
202	0.02578791106
203	0.02569470433
204	0.02559249372
205	0.02547129755
206	0.02538338333
207	0.02529999033
208	0.0252165428
209	0.02512564542
210	0.02502398304
211	0.02495646645
212	0.02489526194
213	0.02478408501
214	0.02466823749
215	0.02459289597
216	0.02451482033
217	0.02443969515
218	0.02436499494
219	0.02428145346
220	0.02422458259
221	0.02412067984
222	0.02401404176
223	0.02389911459
224	0.02380942173
225	0.02373514153
226	0.02363499686
227	0.02351596958
228	0.02341820543
229	0.02335892739
230	0.02329663089
231	0.02320615011
232	0.02311509908
233	0.02303467642
234	0.02295617907
235	0.02289967824
236	0.02279475255
237	0.02269084481
238	0.02261806601
239	0.02254450236
240	0.02247510549
241	0.02240764658
242	0.02233206464
243	0.02226409164
244	0.02219398242
245	0.02213266762
246	0.02205830903
247	0.02198359647
248	0.02190155191
249	0.02182810888
250	0.02176898582
251	0.02169393609
252	0.02161536025
253	0.02153907197
254	0.02144197928
255	0.02137875577
256	0.0213231954
257	0.02126988416
258	0.021174152
259	0.02110702014
260	0.02100844512
261	0.02094401294
262	0.02091334726
263	0.02086788304
264	0.02079939267
265	0.02075844328
266	0.02067912316
267	0.02059964758
268	0.02051889574
269	0.02044299761
270	0.02038295692
271	0.02033382248
272	0.02026744291
273	0.02022474069
274	0.02013982045
275	0.02010354152
276	0.02003865953
277	0.01998072139
278	0.01991728843
279	0.01983834435
280	0.01976705012
281	0.01971914636
282	0.01965206391
283	0.01958604006
284	0.01954193684
285	0.01946413961
286	0.01941708985
287	0.01935982973
288	0.01928442738
289	0.01920994133
290	0.01916507117
291	0.01911154241
292	0.01903031574
293	0.01898996838
294	0.0189383411
295	0.01888949486
296	0.01882790397
297	0.0187634918
298	0.01870307113
299	0.01866542706
300	0.01862014012
301	0.0185924271
302	0.01852326183
303	0.01845905591
304	0.01841660778
305	0.01835686446
306	0.0182940607
307	0.01824386117
308	0.01816796866
309	0.01812269877
310	0.01808075471
311	0.01802529634
312	0.01798758735
313	0.01794084906
314	0.01786548206
315	0.01778861574
316	0.01773619618
317	0.01767874291
318	0.01763167954
319	0.01760043783
320	0.01755385078
321	0.01750661552
322	0.01747127515
323	0.01740646301
324	0.01735347818
325	0.01729211707
326	0.0172389282
327	0.0171847401
328	0.01714389621
329	0.01711246977
330	0.01708116713
331	0.01703239949
332	0.01699722879
333	0.01694906879
334	0.01690377411
335	0.01685478168
336	0.01678973039
337	0.01674897832
338	0.0166919981
339	0.01664297562
340	0.01660858002
341	0.01655264659
342	0.01652162344
343	0.0164794704
344	0.01643810132
345	0.01641086715
346	0.01636638975
347	0.01632647215
348	0.01628643434
349	0.0162446774
350	0.01618229594
351	0.01613214336
352	0.01608888892
353	0.01605074245
354	0.01598547907
355	0.01593333616
356	0.01590774022
357	0.01586685205
358	0.01582226404
359	0.01578103955
360	0.01572934746
361	0.0156885026
362	0.01566203432
363	0.01563011912
364	0.01560434085
365	0.01555449383
366	0.01551862752
367	0.01547416813
368	0.01544745712
369	0.01542128629
370	0.01538534233
371	0.01533753859
372	0.01528960002
373	0.01525650198
374	0.01523191602
375	0.01519855091
376	0.01517108392
377	0.01513378897
378	0.01510693905
379	0.01507382261
380	0.01502189818
381	0.01498995723
382	0.01496566514
383	0.01494377605
384	0.01491220048
385	0.01487432096
386	0.01482347089
387	0.0147796549
388	0.01472985537
389	0.0147066958
390	0.01467801023
391	0.01464609183
392	0.01460785566
393	0.01458986297
394	0.01453724829
395	0.01450576627
396	0.01447643851
397	0.01443519291
