iter	Passed	Remaining
920	16077	1379
921	16093	1361
922	16111	1344
923	16128	1326
924	16145	1309
925	16164	1291
926	16180	1274
927	16198	1256
928	16215	1239
929	16233	1221
930	16251	1204
931	16269	1187
932	16285	1169
933	16303	1152
934	16320	1134
935	16338	1117
936	16355	1099
937	16371	1082
938	16391	1064
939	16408	1047
940	16425	1029
941	16443	1012
942	16461	994
943	16479	977
944	16496	960
945	16512	942
946	16530	925
947	16547	907
948	16564	890
949	16583	872
950	16598	855
951	16616	837
952	16634	820
953	16650	802
954	16668	785
955	16685	767
956	16704	750
957	16720	733
958	16738	715
959	16756	698
960	16772	680
961	16791	663
962	16808	645
963	16825	628
964	16842	610
965	16859	593
966	16877	575
967	16894	558
968	16912	541
969	16931	523
970	16949	506
971	16966	488
972	16984	471
973	17002	453
974	17021	436
975	17038	418
976	17054	401
977	17071	384
978	17088	366
979	17105	349
980	17123	331
981	17139	314
982	17156	296
983	17174	279
984	17191	261
985	17209	244
986	17226	226
987	17241	209
988	17259	191
989	17276	174
990	17292	157
991	17311	139
992	17328	122
993	17345	104
994	17362	87
995	17379	69
996	17397	52
997	17414	34
998	17430	17
999	17449	0
