iter	RMSE
0	0.1169561592
1	0.1147610791
2	0.1123661668
3	0.1101512546
4	0.1082678138
5	0.1065750977
6	0.1051281971
7	0.1033697711
8	0.1019306955
9	0.1005652051
10	0.09912944416
11	0.09767482899
12	0.09643699556
13	0.0953131672
14	0.09427727796
15	0.09329929891
16	0.09227238519
17	0.09134026396
18	0.09067656646
19	0.08988790437
20	0.08900724339
21	0.08820303649
22	0.08747996881
23	0.08678518073
24	0.08609680474
25	0.08530998452
26	0.08473799912
27	0.08398735129
28	0.083466038
29	0.08271234648
30	0.08192110383
31	0.08140732163
32	0.08078939475
33	0.08010948521
34	0.07950671841
35	0.07898745984
36	0.07863150337
37	0.07805966775
38	0.07773495112
39	0.07717144354
40	0.07671844416
41	0.07608689755
42	0.07553191359
43	0.07495841756
44	0.0745107654
45	0.07415292468
46	0.07373649549
47	0.073308487
48	0.07289769977
49	0.0725189079
50	0.07202051655
51	0.07136472028
52	0.07105926311
53	0.07075620021
54	0.07041511691
55	0.06986714062
56	0.06950918506
57	0.06920824352
58	0.06886451337
59	0.06835131845
60	0.0678994103
61	0.06748906284
62	0.0670739896
63	0.06675959941
64	0.06631767201
65	0.06600777653
66	0.06573616916
67	0.06536222949
68	0.06505722262
69	0.06467219267
70	0.06435858024
71	0.06404208909
72	0.06376020936
73	0.06332623118
74	0.06300509159
75	0.0626411615
76	0.06242045241
77	0.06212009277
78	0.06191918723
79	0.06155179281
80	0.06118751166
81	0.06097308776
82	0.06048455333
83	0.06013799018
84	0.05995159513
85	0.05957955936
86	0.05925823763
87	0.05903431624
88	0.05877209733
89	0.0585993919
90	0.05820971246
91	0.05800138597
92	0.05772568278
93	0.05752780078
94	0.05731435623
95	0.05715225533
96	0.05689822284
97	0.05661954532
98	0.0563265396
99	0.0560705784
100	0.05589623388
101	0.05562211623
102	0.05530645699
103	0.05508977456
104	0.0549228966
105	0.05458038712
106	0.05433139465
107	0.0540450611
108	0.05382490555
109	0.05355880346
110	0.05338819237
111	0.0531233435
112	0.05285003433
113	0.05255720415
114	0.05234445531
115	0.05219056962
116	0.05197339121
117	0.05173882247
118	0.05155742986
119	0.05135458708
120	0.0511059279
121	0.05097917347
122	0.0508092405
123	0.05050459153
124	0.05031296692
125	0.04991604099
126	0.04968341316
127	0.04928964693
128	0.04906723287
129	0.0488105608
130	0.04864774261
131	0.04852353463
132	0.04827582537
133	0.04814516634
134	0.04804628015
135	0.04788185297
136	0.04777294481
137	0.04753429466
138	0.04731435642
139	0.04715593187
140	0.04695058726
141	0.04674087352
142	0.0465885573
143	0.04635868812
144	0.0461248209
145	0.04596950105
146	0.04576119481
147	0.04549796657
148	0.0452939084
149	0.04515750274
150	0.04502193093
151	0.04485564118
152	0.04466492048
153	0.04445501994
154	0.04428394355
155	0.04416233306
156	0.04399819577
157	0.0438174339
158	0.04365786942
159	0.0434324678
160	0.04323639107
161	0.04312409766
162	0.04291820858
163	0.04273886328
164	0.04257544884
165	0.04240264159
166	0.04227601007
167	0.04210982044
168	0.04188986263
169	0.04172865685
170	0.04158067045
171	0.04141637683
172	0.04121570813
173	0.04094929709
174	0.04077958627
175	0.04059263718
176	0.04039868518
177	0.04018371244
178	0.04007491437
179	0.03991216583
180	0.03970475672
181	0.03950112515
182	0.03934816152
183	0.03916831046
184	0.03904488027
185	0.03890293663
186	0.03872480217
187	0.03855315201
188	0.03838976233
189	0.03825299894
190	0.03809254895
191	0.03794342779
192	0.03779983849
193	0.03761382328
194	0.03744421873
195	0.03727164631
196	0.03715740384
197	0.03700838971
198	0.03684679809
199	0.0367515549
200	0.03664600297
201	0.03649494161
202	0.03640689035
203	0.03631095566
204	0.0361609806
205	0.03600712971
206	0.03588467281
207	0.03579926751
208	0.03565140634
209	0.03555600317
210	0.03545102597
211	0.03534707892
212	0.03527274308
213	0.03515762359
214	0.03503086388
215	0.03492010056
216	0.03479948969
217	0.03466191544
218	0.03454397886
219	0.03443025385
220	0.03432966373
221	0.03421356816
222	0.03413347023
223	0.03403338841
224	0.03395003822
225	0.03381942811
226	0.033727507
227	0.03358090246
228	0.03345896153
229	0.03334969359
230	0.03320366706
231	0.03311646772
232	0.03301669824
233	0.03288446978
234	0.0328198434
235	0.03274351039
236	0.03260520804
237	0.03248018976
238	0.0323799858
239	0.03223673031
240	0.03212813662
241	0.03199965746
242	0.03191945924
243	0.03178954317
244	0.03165543903
245	0.03156418204
246	0.03142783143
247	0.0313532306
248	0.03122944768
249	0.03116715555
250	0.03107957149
251	0.03097853714
252	0.03091484851
253	0.03084195924
254	0.0307380435
255	0.03063729978
256	0.03053459026
257	0.03045762848
258	0.03033446739
259	0.03023732268
260	0.03015608372
261	0.03006397776
262	0.02999004706
263	0.02986589063
264	0.02975643481
265	0.02964193039
266	0.02953503737
267	0.02937951146
268	0.02930158403
269	0.02922976755
270	0.02916662451
271	0.02905970597
272	0.028945357
273	0.02885460457
274	0.02878895471
275	0.02873160886
276	0.02862349815
277	0.02853588635
278	0.02842720807
279	0.02834875324
280	0.02824481901
281	0.02816625112
282	0.02808551529
283	0.02799120592
284	0.02793459317
285	0.02784178982
286	0.02775964428
287	0.02770499811
288	0.02762428779
289	0.02756976104
290	0.02750824746
291	0.02743176482
292	0.02736182438
293	0.02729418035
294	0.02722956664
295	0.02714414288
296	0.02708447882
297	0.02703072782
298	0.02694038912
299	0.02686344314
300	0.02678655797
301	0.02670978865
302	0.02665864389
303	0.02657665156
304	0.02650911361
305	0.0264401309
306	0.02639791349
307	0.02630756784
308	0.02620962555
309	0.02611083398
310	0.02601257591
311	0.02594982861
312	0.0258883756
313	0.02582857793
